source_section,trade_lens,setup_id,symbol,timeframe,side,entry_timestamp,stop_timestamp,ladder_step,ladder_risk_pct,scenario,quality_score,stop_distance_points,stop_distance_pct,stop_distance_atr,primary_reason,secondary_flags,duplicate_cluster_exposure,high_noise_session,mfe_after_sl_points,mfe_after_sl_r,mae_after_sl_points,mae_after_sl_r,bars_to_recovery,bars_to_tp_if_survived,would_reach_tp_if_survived,stop_overshoot_points,stop_overshoot_r,would_survive_fixed_widen_10,would_survive_fixed_widen_20,would_survive_atr_floor_025,would_survive_1bar_delay,would_reach_tp_fixed_widen_10,would_reach_tp_atr_floor_025,recommended_action,notes
since_inception_replay,root_only,cwt-nas100_usd-5m-scenario1-long-202604080915,NAS100_USD,5m,long,2026-04-08T09:15:00+00:00,2026-04-08T12:20:00+00:00,2,0.45,scenario1,,78.274232,0.3119,3.4844,continuation_failed_cleanly,,False,False,12.2,0.1559,308.6,3.9425,14,,False,3.325768,0.0425,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0425; mfe_after_sl_r=0.1559
since_inception_replay,root_only,cwt-spx500_usd-5m-scenario1-long-202604081055,SPX500_USD,5m,long,2026-04-08T10:55:00+00:00,2026-04-08T11:00:00+00:00,3,1.0,scenario1,,6.000254,0.0882,1.5731,high_noise_session,high_noise_session,False,True,10.0,1.6666,57.0,9.4996,4,5,True,1.199746,0.1999,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.1999; mfe_after_sl_r=1.6666
since_inception_replay,root_only,cwt-gbp_jpy-15m-scenario1-long-202604081100,GBP_JPY,15m,long,2026-04-08T11:00:00+00:00,2026-04-08T19:00:00+00:00,0,0.07,scenario1,,0.5144,0.2416,3.9678,insufficient_reward_after_survival,,False,False,0.84,1.633,0.57,1.1081,53,75,True,0.0026,0.0051,False,True,False,False,False,False,Keep baseline,Scenario scenario1; overshoot_r=0.0051; mfe_after_sl_r=1.633
since_inception_replay,root_only,cwt-gbp_jpy-15m-scenario1-long-202604081115,GBP_JPY,15m,long,2026-04-08T11:15:00+00:00,2026-04-08T19:00:00+00:00,1,0.2,scenario1,,0.683977,0.3209,5.2934,insufficient_reward_after_survival,,False,False,0.656,0.9591,0.754,1.1024,55,,False,0.017023,0.0249,False,True,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0249; mfe_after_sl_r=0.9591
since_inception_replay,root_only,cwt-spx500_usd-5m-scenario1-long-202604081130,SPX500_USD,5m,long,2026-04-08T11:30:00+00:00,2026-04-08T12:20:00+00:00,3,1.0,scenario1,,13.409641,0.1968,3.0877,continuation_failed_cleanly,,False,False,-8.7,-0.6488,65.2,4.8622,,,False,10.990359,0.8196,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.8196; mfe_after_sl_r=-0.6488
since_inception_replay,root_only,cwt-aud_usd-5m-scenario1-long-202604081255,AUD_USD,5m,long,2026-04-08T12:55:00+00:00,2026-04-08T14:30:00+00:00,0,0.07,scenario1,,0.002445,0.3457,4.2103,continuation_failed_cleanly,,False,False,-0.00088,-0.3599,0.00438,1.7914,,,False,0.000175,0.0716,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0716; mfe_after_sl_r=-0.3599
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604081255,NZD_USD,5m,long,2026-04-08T12:55:00+00:00,2026-04-08T17:25:00+00:00,0,0.07,scenario1,,0.00246,0.4203,5.8078,continuation_failed_cleanly,,False,False,-0.00196,-0.7967,0.0042,1.7073,,,False,6e-05,0.0244,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0244; mfe_after_sl_r=-0.7967
since_inception_replay,root_only,cwt-usd_jpy-5m-scenario1-short-202604081305,USD_JPY,5m,short,2026-04-08T13:05:00+00:00,2026-04-08T13:35:00+00:00,0,0.07,scenario1,,0.38259,0.2423,4.0516,continuation_failed_cleanly,,False,False,-0.267,-0.6979,0.881,2.3027,,,False,0.01641,0.0429,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0429; mfe_after_sl_r=-0.6979
since_inception_replay,root_only,cwt-aud_usd-5m-scenario1-long-202604081310,AUD_USD,5m,long,2026-04-08T13:10:00+00:00,2026-04-08T13:55:00+00:00,1,0.2,scenario1,,0.00284,0.4013,4.4276,high_noise_session,high_noise_session,False,True,-0.00138,-0.4859,0.00488,1.7183,,,False,2e-05,0.007,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.007; mfe_after_sl_r=-0.4859
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604081310,NZD_USD,5m,long,2026-04-08T13:10:00+00:00,2026-04-08T17:20:00+00:00,1,0.2,scenario1,,0.002839,0.4846,5.7271,continuation_failed_cleanly,,False,False,-0.00249,-0.8771,0.00473,1.6661,,,False,0.000141,0.0497,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0497; mfe_after_sl_r=-0.8771
since_inception_replay,root_only,cwt-aud_usd-5m-scenario2-long-202604081500,AUD_USD,5m,long,2026-04-08T15:00:00+00:00,2026-04-08T18:55:00+00:00,2,0.45,scenario2,,0.002666,0.3777,4.022,continuation_failed_cleanly,,False,False,-0.00045,-0.1688,0.00339,1.2716,,,False,6.4e-05,0.024,False,False,False,False,False,False,Keep baseline,Scenario scenario2; overshoot_r=0.024; mfe_after_sl_r=-0.1688
since_inception_replay,root_only,cwt-aud_usd-5m-scenario2-long-202604081520,AUD_USD,5m,long,2026-04-08T15:20:00+00:00,2026-04-08T18:55:00+00:00,3,1.0,scenario2,,0.002612,0.3701,4.1984,continuation_failed_cleanly,,False,False,-0.0004,-0.1531,0.00334,1.2787,,,False,6.8e-05,0.026,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario2; overshoot_r=0.026; mfe_after_sl_r=-0.1531
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario2-long-202604081540,NZD_USD,5m,long,2026-04-08T15:40:00+00:00,2026-04-08T18:50:00+00:00,2,0.45,scenario2,,0.002475,0.4239,5.1409,continuation_failed_cleanly,,False,False,-0.0005,-0.202,0.00274,1.1071,,,False,7.5e-05,0.0303,False,True,False,False,False,False,Require one-bar follow-through,Scenario scenario2; overshoot_r=0.0303; mfe_after_sl_r=-0.202
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario2-long-202604081550,NZD_USD,5m,long,2026-04-08T15:50:00+00:00,2026-04-08T18:50:00+00:00,3,1.0,scenario2,,0.002463,0.4219,5.3794,high_noise_session,high_noise_session,False,True,-0.00049,-0.1989,0.00273,1.1084,,,False,7.7e-05,0.0313,False,True,False,False,False,False,Skip high-noise session,Scenario scenario2; overshoot_r=0.0313; mfe_after_sl_r=-0.1989
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario2-long-202604081700,NZD_USD,5m,long,2026-04-08T17:00:00+00:00,2026-04-08T17:20:00+00:00,3,1.0,scenario2,,0.000671,0.115,2.8816,high_noise_session,high_noise_session,False,True,-0.00032,-0.4769,0.00256,3.8152,,,False,0.000139,0.2072,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario2; overshoot_r=0.2072; mfe_after_sl_r=-0.4769
since_inception_replay,root_only,cwt-usd_jpy-5m-scenario2-long-202604091220,USD_JPY,5m,long,2026-04-09T12:20:00+00:00,2026-04-09T16:25:00+00:00,1,0.2,scenario2,,0.365243,0.2297,7.9524,insufficient_reward_after_survival,,False,False,0.231,0.6325,0.377,1.0322,26,,False,0.009757,0.0267,True,True,False,False,True,False,Widen stop +10%,Scenario scenario2; overshoot_r=0.0267; mfe_after_sl_r=0.6325
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604091540,NZD_USD,5m,long,2026-04-09T15:40:00+00:00,2026-04-10T06:30:00+00:00,0,0.07,scenario1,,0.00182,0.3105,3.8489,continuation_failed_cleanly,,False,False,0.00071,0.3901,0.00294,1.6154,83,,False,0.0001,0.0549,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0549; mfe_after_sl_r=0.3901
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604091555,NZD_USD,5m,long,2026-04-09T15:55:00+00:00,2026-04-10T06:30:00+00:00,1,0.2,scenario1,,0.002286,0.3897,4.7204,continuation_failed_cleanly,,False,False,0.00024,0.105,0.00341,1.4917,94,,False,0.000104,0.0455,False,False,False,False,False,False,Keep baseline,Scenario scenario1; overshoot_r=0.0455; mfe_after_sl_r=0.105
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604091600,NZD_USD,5m,long,2026-04-09T16:00:00+00:00,2026-04-10T06:20:00+00:00,2,0.45,scenario1,,0.002383,0.4061,4.766,continuation_failed_cleanly,,False,False,0.0,0.0,0.00356,1.4939,96,,False,1.7e-05,0.0071,False,False,False,False,False,False,Keep baseline,Scenario scenario1; overshoot_r=0.0071; mfe_after_sl_r=0.0
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604091605,NZD_USD,5m,long,2026-04-09T16:05:00+00:00,2026-04-10T02:35:00+00:00,3,1.0,scenario1,,0.002499,0.4257,5.0267,continuation_failed_cleanly,,False,False,-0.00169,-0.6763,0.00376,1.5046,,,False,2.1e-05,0.0084,False,False,False,False,False,False,Keep baseline,Scenario scenario1; overshoot_r=0.0084; mfe_after_sl_r=-0.6763
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario1-long-202604091620,NZD_USD,5m,long,2026-04-09T16:20:00+00:00,2026-04-10T00:25:00+00:00,3,1.0,scenario1,,0.002509,0.4272,5.2193,continuation_failed_cleanly,,False,False,-0.00176,-0.7015,0.00402,1.6022,,,False,8.1e-05,0.0323,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario1; overshoot_r=0.0323; mfe_after_sl_r=-0.7015
since_inception_replay,root_only,cwt-nzd_usd-5m-scenario2-long-202604091945,NZD_USD,5m,long,2026-04-09T19:45:00+00:00,2026-04-09T22:35:00+00:00,3,1.0,scenario2,,0.000818,0.1396,5.1354,continuation_failed_cleanly,,False,False,-0.00049,-0.599,0.00187,2.2861,,,False,0.000112,0.1369,False,False,False,False,False,False,Require one-bar follow-through,Scenario scenario2; overshoot_r=0.1369; mfe_after_sl_r=-0.599
