bars_checked,dataset,entry_price,equity_after,equity_before,executed,ladder_step_at_signal,mode,next_ladder_step,outcome,pnl,realized_r,risk_pct_at_signal,scenario,setup_id,side,signal_timestamp,skip_reason,stop_price,symbol,timeframe
4,since_inception_replay_root_only,211.986,88785.07,87906.01,True,4,baseline,1,tp_hit,879.06,1.0,1.0,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604071930,long,2026-04-07T19:30:00+00:00,,211.786114,GBP_JPY,15m
26,since_inception_replay_root_only,1.15952,88847.22,88785.07,True,1,baseline,1,tp_hit,62.15,1.0,0.07,scenario1,cwt-eur_usd-5m-scenario1-long-202604071950,long,2026-04-07T19:50:00+00:00,,1.157597,EUR_USD,5m
28,since_inception_replay_root_only,0.69742,88909.41,88847.22,True,1,baseline,1,tp_hit,62.19,1.0,0.07,scenario1,cwt-aud_usd-5m-scenario1-long-202604072010,long,2026-04-07T20:10:00+00:00,,0.695128,AUD_USD,5m
5,since_inception_replay_root_only,1.16012,88971.65,88909.41,True,1,baseline,1,tp_hit,62.24,1.0,0.07,scenario1,cwt-eur_usd-5m-scenario1-long-202604072135,long,2026-04-07T21:35:00+00:00,,1.159225,EUR_USD,5m
1,since_inception_replay_root_only,0.69921,88909.37,88971.65,True,1,baseline,2,sl_hit,-62.28,-1.0,0.07,scenario1,cwt-aud_usd-5m-scenario1-long-202604072225,long,2026-04-07T22:25:00+00:00,,0.697212,AUD_USD,5m
16,since_inception_replay_root_only,0.70283,89087.18,88909.37,True,2,baseline,1,tp_hit,177.82,1.0,0.2,scenario1,cwt-aud_usd-5m-scenario1-long-202604072240,long,2026-04-07T22:40:00+00:00,,0.69728,AUD_USD,5m
86,since_inception_replay_root_only,1.16496,89149.55,89087.18,True,1,baseline,1,tp_hit,62.36,1.0,0.07,scenario1,cwt-eur_usd-5m-scenario1-long-202604072240,long,2026-04-07T22:40:00+00:00,,1.15966,EUR_USD,5m
49,since_inception_replay_root_only,212.518,89211.95,89149.55,True,1,baseline,1,tp_hit,62.4,1.0,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604072245,long,2026-04-07T22:45:00+00:00,,211.926735,GBP_JPY,15m
8,since_inception_replay_root_only,0.707,89149.5,89211.95,True,1,baseline,2,sl_hit,-62.45,-1.0,0.07,scenario1,cwt-aud_usd-5m-scenario1-long-202604080150,long,2026-04-08T01:50:00+00:00,,0.705341,AUD_USD,5m
45,since_inception_replay_root_only,24961.1,89327.8,89149.5,True,2,baseline,1,tp_hit,178.3,1.0,0.2,scenario1,cwt-nas100_usd-5m-scenario1-long-202604080205,long,2026-04-08T02:05:00+00:00,,24869.685212,NAS100_USD,5m
19,since_inception_replay_root_only,0.58094,89390.33,89327.8,True,1,baseline,1,tp_hit,62.53,1.0,0.07,scenario1,cwt-nzd_usd-5m-scenario1-long-202604080205,long,2026-04-08T02:05:00+00:00,,0.57914,NZD_USD,5m
41,since_inception_replay_root_only,6780.2,89452.9,89390.33,True,1,baseline,1,tp_hit,62.57,1.0,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604080205,long,2026-04-08T02:05:00+00:00,,6760.615213,SPX500_USD,5m
23,since_inception_replay_root_only,0.58194,89515.52,89452.9,True,1,baseline,1,tp_hit,62.62,1.0,0.07,scenario1,cwt-nzd_usd-5m-scenario1-long-202604080345,long,2026-04-08T03:45:00+00:00,,0.579779,NZD_USD,5m
25,since_inception_replay_root_only,158.384,89578.18,89515.52,True,1,baseline,1,tp_hit,62.66,1.0,0.07,scenario1,cwt-usd_jpy-5m-scenario1-short-202604080345,short,2026-04-08T03:45:00+00:00,,158.519159,USD_JPY,5m
1,since_inception_replay_root_only,0.70558,89640.89,89578.18,True,1,baseline,1,tp_hit,62.7,1.0,0.07,scenario2,cwt-aud_usd-5m-scenario2-long-202604080405,long,2026-04-08T04:05:00+00:00,,0.704859,AUD_USD,5m
15,since_inception_replay_root_only,6789.0,89703.63,89640.89,True,1,baseline,1,tp_hit,62.75,1.0,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604080415,long,2026-04-08T04:15:00+00:00,,6780.032472,SPX500_USD,5m
8,since_inception_replay_root_only,158.328,89766.43,89703.63,True,1,baseline,1,tp_hit,62.79,1.0,0.07,scenario1,cwt-usd_jpy-5m-scenario1-short-202604080510,short,2026-04-08T05:10:00+00:00,,158.436395,USD_JPY,5m
20,since_inception_replay_root_only,0.70728,89703.59,89766.43,True,1,baseline,2,sl_hit,-62.84,-1.0,0.07,scenario1,cwt-aud_usd-5m-scenario1-long-202604080525,long,2026-04-08T05:25:00+00:00,,0.705816,AUD_USD,5m
18,since_inception_replay_root_only,0.70748,89524.18,89703.59,True,2,baseline,3,sl_hit,-179.41,-1.0,0.2,scenario1,cwt-aud_usd-5m-scenario1-long-202604080535,long,2026-04-08T05:35:00+00:00,,0.705937,AUD_USD,5m
28,since_inception_replay_root_only,6798.0,89121.32,89524.18,True,3,baseline,4,sl_hit,-402.86,-1.0,0.45,scenario1,cwt-spx500_usd-5m-scenario1-long-202604080535,long,2026-04-08T05:35:00+00:00,,6786.378177,SPX500_USD,5m
15,since_inception_replay_root_only,0.70764,88230.11,89121.32,True,4,baseline,4,sl_hit,-891.21,-1.0,1.0,scenario1,cwt-aud_usd-5m-scenario1-long-202604080550,long,2026-04-08T05:50:00+00:00,,0.706095,AUD_USD,5m
28,since_inception_replay_root_only,0.58452,87347.81,88230.11,True,4,baseline,4,sl_hit,-882.3,-1.0,1.0,scenario1,cwt-nzd_usd-5m-scenario1-long-202604080550,long,2026-04-08T05:50:00+00:00,,0.582327,NZD_USD,5m
14,since_inception_replay_root_only,0.70792,86474.33,87347.81,True,4,baseline,4,sl_hit,-873.48,-1.0,1.0,scenario1,cwt-aud_usd-5m-scenario1-long-202604080555,long,2026-04-08T05:55:00+00:00,,0.706128,AUD_USD,5m
92,since_inception_replay_root_only,25049.8,85609.59,86474.33,True,4,baseline,4,sl_hit,-864.74,-1.0,1.0,scenario1,cwt-nas100_usd-5m-scenario1-long-202604080555,long,2026-04-08T05:55:00+00:00,,24980.52443,NAS100_USD,5m
24,since_inception_replay_root_only,6805.0,84753.49,85609.59,True,4,baseline,4,sl_hit,-856.1,-1.0,1.0,scenario1,cwt-spx500_usd-5m-scenario1-long-202604080555,long,2026-04-08T05:55:00+00:00,,6786.858256,SPX500_USD,5m
17,since_inception_replay_root_only,6805.0,83905.96,84753.49,True,4,baseline,4,sl_hit,-847.53,-1.0,1.0,scenario1,cwt-spx500_usd-5m-scenario1-long-202604080615,long,2026-04-08T06:15:00+00:00,,6788.938701,SPX500_USD,5m
24,since_inception_replay_root_only,158.092,83066.9,83905.96,True,4,baseline,4,sl_hit,-839.06,-1.0,1.0,scenario1,cwt-usd_jpy-5m-scenario1-short-202604080630,short,2026-04-08T06:30:00+00:00,,158.38734,USD_JPY,5m
6,since_inception_replay_root_only,0.58455,82236.23,83066.9,True,4,baseline,4,sl_hit,-830.67,-1.0,1.0,scenario1,cwt-nzd_usd-5m-scenario1-long-202604080635,long,2026-04-08T06:35:00+00:00,,0.583107,NZD_USD,5m
5,since_inception_replay_root_only,158.168,81413.87,82236.23,True,4,baseline,4,sl_hit,-822.36,-1.0,1.0,scenario1,cwt-usd_jpy-5m-scenario1-short-202604080745,short,2026-04-08T07:45:00+00:00,,158.247409,USD_JPY,5m
66,since_inception_replay_root_only,25034.1,80599.73,81413.87,True,4,baseline,4,sl_hit,-814.14,-1.0,1.0,scenario2,cwt-nas100_usd-5m-scenario2-long-202604080820,long,2026-04-08T08:20:00+00:00,,24946.146071,NAS100_USD,5m
76,since_inception_replay_root_only,6795.0,79793.73,80599.73,True,4,baseline,4,sl_hit,-806.0,-1.0,1.0,scenario2,cwt-spx500_usd-5m-scenario2-long-202604080835,long,2026-04-08T08:35:00+00:00,,6756.768571,SPX500_USD,5m
73,since_inception_replay_root_only,6796.4,78995.79,79793.73,True,4,baseline,4,sl_hit,-797.94,-1.0,1.0,scenario2,cwt-spx500_usd-5m-scenario2-long-202604080850,long,2026-04-08T08:50:00+00:00,,6756.73,SPX500_USD,5m
37,since_inception_replay_root_only,25097.6,78205.84,78995.79,True,4,baseline,4,sl_hit,-789.96,-1.0,1.0,scenario1,cwt-nas100_usd-5m-scenario1-long-202604080915,long,2026-04-08T09:15:00+00:00,,25019.325768,NAS100_USD,5m
8,since_inception_replay_root_only,0.58233,78987.89,78205.84,True,4,baseline,1,tp_hit,782.06,1.0,1.0,scenario2,cwt-nzd_usd-5m-scenario2-long-202604081045,long,2026-04-08T10:45:00+00:00,,0.581195,NZD_USD,5m
1,since_inception_replay_root_only,6805.8,78932.6,78987.89,True,1,baseline,2,sl_hit,-55.29,-1.0,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604081055,long,2026-04-08T10:55:00+00:00,,6799.799746,SPX500_USD,5m
32,since_inception_replay_root_only,212.952,78774.74,78932.6,True,2,baseline,3,sl_hit,-157.87,-1.0,0.2,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604081100,long,2026-04-08T11:00:00+00:00,,212.4376,GBP_JPY,15m
31,since_inception_replay_root_only,213.136,78420.25,78774.74,True,3,baseline,4,sl_hit,-354.49,-1.0,0.45,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604081115,long,2026-04-08T11:15:00+00:00,,212.452023,GBP_JPY,15m
1,since_inception_replay_root_only,0.70446,79204.45,78420.25,True,4,baseline,1,tp_hit,784.2,1.0,1.0,scenario2,cwt-aud_usd-5m-scenario2-long-202604081120,long,2026-04-08T11:20:00+00:00,,0.703242,AUD_USD,5m
6,since_inception_replay_root_only,158.386,79259.9,79204.45,True,1,baseline,1,tp_hit,55.44,1.0,0.07,scenario2,cwt-usd_jpy-5m-scenario2-short-202604081120,short,2026-04-08T11:20:00+00:00,,158.540114,USD_JPY,5m
10,since_inception_replay_root_only,6814.0,79204.41,79259.9,True,1,baseline,2,sl_hit,-55.48,-1.0,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604081130,long,2026-04-08T11:30:00+00:00,,6800.590359,SPX500_USD,5m
9,since_inception_replay_root_only,0.58328,79362.82,79204.41,True,2,baseline,1,tp_hit,158.41,1.0,0.2,scenario1,cwt-nzd_usd-5m-scenario1-long-202604081150,long,2026-04-08T11:50:00+00:00,,0.58207,NZD_USD,5m
19,since_inception_replay_root_only,0.70726,79307.27,79362.82,True,1,baseline,2,sl_hit,-55.55,-1.0,0.07,scenario1,cwt-aud_usd-5m-scenario1-long-202604081255,long,2026-04-08T12:55:00+00:00,,0.704815,AUD_USD,5m
54,since_inception_replay_root_only,0.58526,79148.66,79307.27,True,2,baseline,3,sl_hit,-158.61,-1.0,0.2,scenario1,cwt-nzd_usd-5m-scenario1-long-202604081255,long,2026-04-08T12:55:00+00:00,,0.5828,NZD_USD,5m
6,since_inception_replay_root_only,157.917,78792.49,79148.66,True,3,baseline,4,sl_hit,-356.17,-1.0,0.45,scenario1,cwt-usd_jpy-5m-scenario1-short-202604081305,short,2026-04-08T13:05:00+00:00,,158.29959,USD_JPY,5m
9,since_inception_replay_root_only,0.70776,78004.56,78792.49,True,4,baseline,4,sl_hit,-787.92,-1.0,1.0,scenario1,cwt-aud_usd-5m-scenario1-long-202604081310,long,2026-04-08T13:10:00+00:00,,0.70492,AUD_USD,5m
50,since_inception_replay_root_only,0.58579,77224.52,78004.56,True,4,baseline,4,sl_hit,-780.05,-1.0,1.0,scenario1,cwt-nzd_usd-5m-scenario1-long-202604081310,long,2026-04-08T13:10:00+00:00,,0.582951,NZD_USD,5m
47,since_inception_replay_root_only,0.70589,76452.27,77224.52,True,4,baseline,4,sl_hit,-772.25,-1.0,1.0,scenario2,cwt-aud_usd-5m-scenario2-long-202604081500,long,2026-04-08T15:00:00+00:00,,0.703224,AUD_USD,5m
43,since_inception_replay_root_only,0.70584,75687.75,76452.27,True,4,baseline,4,sl_hit,-764.52,-1.0,1.0,scenario2,cwt-aud_usd-5m-scenario2-long-202604081520,long,2026-04-08T15:20:00+00:00,,0.703228,AUD_USD,5m
38,since_inception_replay_root_only,0.5838,74930.87,75687.75,True,4,baseline,4,sl_hit,-756.88,-1.0,1.0,scenario2,cwt-nzd_usd-5m-scenario2-long-202604081540,long,2026-04-08T15:40:00+00:00,,0.581325,NZD_USD,5m
36,since_inception_replay_root_only,0.58379,74181.56,74930.87,True,4,baseline,4,sl_hit,-749.31,-1.0,1.0,scenario2,cwt-nzd_usd-5m-scenario2-long-202604081550,long,2026-04-08T15:50:00+00:00,,0.581327,NZD_USD,5m
20,since_inception_replay_root_only,6786.6,74923.38,74181.56,True,4,baseline,1,tp_hit,741.82,1.0,1.0,scenario1,cwt-spx500_usd-5m-scenario1-long-202604081635,long,2026-04-08T16:35:00+00:00,,6775.175155,SPX500_USD,5m
4,since_inception_replay_root_only,0.58362,74870.93,74923.38,True,1,baseline,2,sl_hit,-52.45,-1.0,0.07,scenario2,cwt-nzd_usd-5m-scenario2-long-202604081700,long,2026-04-08T17:00:00+00:00,,0.582949,NZD_USD,5m
227,since_inception_replay_root_only,6782.1,75020.67,74870.93,True,2,baseline,1,tp_hit,149.74,1.0,0.2,scenario2,cwt-spx500_usd-5m-scenario2-long-202604081950,long,2026-04-08T19:50:00+00:00,,6748.435357,SPX500_USD,5m
7,since_inception_replay_root_only,0.58325,75073.19,75020.67,True,1,baseline,1,tp_hit,52.51,1.0,0.07,scenario1,cwt-nzd_usd-5m-scenario1-long-202604090345,long,2026-04-09T03:45:00+00:00,,0.582835,NZD_USD,5m
100,since_inception_replay_root_only,0.58366,75125.74,75073.19,True,1,baseline,1,tp_hit,52.55,1.0,0.07,scenario2,cwt-nzd_usd-5m-scenario2-long-202604090700,long,2026-04-09T07:00:00+00:00,,0.581628,NZD_USD,5m
4,since_inception_replay_root_only,212.914,75178.33,75125.74,True,1,baseline,1,tp_hit,52.59,1.0,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604090800,long,2026-04-09T08:00:00+00:00,,212.649988,GBP_JPY,15m
29,since_inception_replay_root_only,0.58327,75230.95,75178.33,True,1,baseline,1,tp_hit,52.62,1.0,0.07,scenario2,cwt-nzd_usd-5m-scenario2-long-202604090910,long,2026-04-09T09:10:00+00:00,,0.582827,NZD_USD,5m
49,since_inception_replay_root_only,159.007,75178.29,75230.95,True,1,baseline,2,sl_hit,-52.66,-1.0,0.07,scenario2,cwt-usd_jpy-5m-scenario2-long-202604091220,long,2026-04-09T12:20:00+00:00,,158.641757,USD_JPY,5m
22,since_inception_replay_root_only,0.58474,75328.65,75178.29,True,2,baseline,1,tp_hit,150.36,1.0,0.2,scenario1,cwt-nzd_usd-5m-scenario1-long-202604091340,long,2026-04-09T13:40:00+00:00,,0.58349,NZD_USD,5m
11,since_inception_replay_root_only,159.033,75381.38,75328.65,True,1,baseline,1,tp_hit,52.73,1.0,0.07,scenario2,cwt-usd_jpy-5m-scenario2-long-202604091355,long,2026-04-09T13:55:00+00:00,,158.837375,USD_JPY,5m
79,since_inception_replay_root_only,213.508,75434.14,75381.38,True,1,baseline,1,tp_hit,52.77,1.0,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604091400,long,2026-04-09T14:00:00+00:00,,213.031962,GBP_JPY,15m
178,since_inception_replay_root_only,0.5862,75381.34,75434.14,True,1,baseline,2,sl_hit,-52.8,-1.0,0.07,scenario1,cwt-nzd_usd-5m-scenario1-long-202604091540,long,2026-04-09T15:40:00+00:00,,0.58438,NZD_USD,5m
175,since_inception_replay_root_only,0.58667,75230.58,75381.34,True,2,baseline,3,sl_hit,-150.76,-1.0,0.2,scenario1,cwt-nzd_usd-5m-scenario1-long-202604091555,long,2026-04-09T15:55:00+00:00,,0.584384,NZD_USD,5m
172,since_inception_replay_root_only,0.58682,74892.04,75230.58,True,3,baseline,4,sl_hit,-338.54,-1.0,0.45,scenario1,cwt-nzd_usd-5m-scenario1-long-202604091600,long,2026-04-09T16:00:00+00:00,,0.584437,NZD_USD,5m
126,since_inception_replay_root_only,0.58702,74143.12,74892.04,True,4,baseline,4,sl_hit,-748.92,-1.0,1.0,scenario1,cwt-nzd_usd-5m-scenario1-long-202604091605,long,2026-04-09T16:05:00+00:00,,0.584521,NZD_USD,5m
97,since_inception_replay_root_only,0.58728,73401.69,74143.12,True,4,baseline,4,sl_hit,-741.43,-1.0,1.0,scenario1,cwt-nzd_usd-5m-scenario1-long-202604091620,long,2026-04-09T16:20:00+00:00,,0.584771,NZD_USD,5m
22,since_inception_replay_root_only,158.853,74135.7,73401.69,True,4,baseline,1,tp_hit,734.02,1.0,1.0,scenario2,cwt-usd_jpy-5m-scenario2-long-202604091805,long,2026-04-09T18:05:00+00:00,,158.627436,USD_JPY,5m
34,since_inception_replay_root_only,0.58615,74083.81,74135.7,True,1,baseline,2,sl_hit,-51.89,-1.0,0.07,scenario2,cwt-nzd_usd-5m-scenario2-long-202604091945,long,2026-04-09T19:45:00+00:00,,0.585332,NZD_USD,5m
121,since_inception_replay_root_only,159.096,74231.98,74083.81,True,2,baseline,1,tp_hit,148.17,1.0,0.2,scenario1,cwt-usd_jpy-5m-scenario1-long-202604092000,long,2026-04-09T20:00:00+00:00,,158.916161,USD_JPY,5m
18,since_inception_replay_root_only,159.038,74283.94,74231.98,True,1,baseline,1,tp_hit,51.96,1.0,0.07,scenario2,cwt-usd_jpy-5m-scenario2-long-202604092230,long,2026-04-09T22:30:00+00:00,,158.947221,USD_JPY,5m
,since_inception_replay_root_only,,100000.0,100000.0,False,1,improved,,,,,0.07,scenario2,cwt-usd_jpy-5m-scenario2-long-202604052100,long,2026-04-05T21:00:00+00:00,missing_followthrough,,USD_JPY,5m
3,since_inception_replay_root_only,159.748,99930.0,100000.0,True,1,improved,2,sl_hit,-70.0,-1.0,0.07,scenario2,cwt-usd_jpy-5m-scenario2-long-202604052140,long,2026-04-05T21:40:00+00:00,,159.4764529,USD_JPY,5m
114,since_inception_replay_root_only,1.15078,99730.14,99930.0,True,2,improved,3,sl_hit,-199.86,-1.0,0.2,scenario2,cwt-eur_usd-5m-scenario2-short-202604052205,short,2026-04-05T22:05:00+00:00,,1.155345,EUR_USD,5m
104,since_inception_replay_root_only,0.56832,99281.35,99730.14,True,3,improved,4,sl_hit,-448.79,-1.0,0.45,scenario2,cwt-nzd_usd-5m-scenario2-short-202604052205,short,2026-04-05T22:05:00+00:00,,0.5707829,NZD_USD,5m
,since_inception_replay_root_only,,99281.35,99281.35,False,4,improved,,,,,1.0,scenario1,cwt-eur_usd-5m-scenario1-short-202604052330,short,2026-04-05T23:30:00+00:00,missing_followthrough,,EUR_USD,5m
,since_inception_replay_root_only,,99281.35,99281.35,False,4,improved,,,,,1.0,scenario2,cwt-aud_usd-5m-scenario2-short-202604052340,short,2026-04-05T23:40:00+00:00,missing_followthrough,,AUD_USD,5m
,since_inception_replay_root_only,,99281.35,99281.35,False,4,improved,,,,,1.0,scenario1,cwt-eur_usd-5m-scenario1-short-202604052345,short,2026-04-05T23:45:00+00:00,missing_followthrough,,EUR_USD,5m
92,since_inception_replay_root_only,6568.0,100133.24,99281.35,True,4,improved,1,tp_hit,851.89,0.858056,1.0,scenario2,cwt-spx500_usd-5m-scenario2-long-202604060005,long,2026-04-06T00:05:00+00:00,,6528.8109281,SPX500_USD,5m
,since_inception_replay_root_only,,100133.24,100133.24,False,1,improved,,,,,0.07,scenario1,cwt-nas100_usd-5m-scenario1-long-202604060045,long,2026-04-06T00:45:00+00:00,missing_followthrough,,NAS100_USD,5m
,since_inception_replay_root_only,,100133.24,100133.24,False,1,improved,,,,,0.07,scenario1,cwt-eur_usd-5m-scenario1-short-202604060135,short,2026-04-06T01:35:00+00:00,missing_followthrough,,EUR_USD,5m
1,since_inception_replay_root_only,1.15071,100063.15,100133.24,True,1,improved,2,sl_hit,-70.09,-1.0,0.07,scenario1,cwt-eur_usd-5m-scenario1-short-202604060155,short,2026-04-06T01:55:00+00:00,,1.1513799,EUR_USD,5m
,since_inception_replay_root_only,,100063.15,100063.15,False,2,improved,,,,,0.2,scenario2,cwt-nzd_usd-5m-scenario2-short-202604060155,short,2026-04-06T01:55:00+00:00,missing_followthrough,,NZD_USD,5m
,since_inception_replay_root_only,,100063.15,100063.15,False,2,improved,,,,,0.2,scenario1,cwt-eur_usd-5m-scenario1-short-202604060200,short,2026-04-06T02:00:00+00:00,missing_followthrough,,EUR_USD,5m
,since_inception_replay_root_only,,100063.15,100063.15,False,2,improved,,,,,0.2,scenario2,cwt-nas100_usd-5m-scenario2-long-202604060405,long,2026-04-06T04:05:00+00:00,missing_followthrough,,NAS100_USD,5m
25,since_inception_replay_root_only,24100.0,100221.02,100063.15,True,2,improved,1,tp_hit,157.87,0.788829,0.2,scenario1,cwt-nas100_usd-5m-scenario1-long-202604060440,long,2026-04-06T04:40:00+00:00,,24053.434941900003,NAS100_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario1,cwt-nas100_usd-5m-scenario1-long-202604060825,long,2026-04-06T08:25:00+00:00,high_noise_session,,NAS100_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604060905,long,2026-04-06T09:05:00+00:00,missing_followthrough,,SPX500_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario2,cwt-aud_usd-5m-scenario2-long-202604061150,long,2026-04-06T11:50:00+00:00,missing_followthrough,,AUD_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario2,cwt-aud_usd-5m-scenario2-long-202604061210,long,2026-04-06T12:10:00+00:00,missing_followthrough,,AUD_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario2,cwt-nas100_usd-5m-scenario2-long-202604061235,long,2026-04-06T12:35:00+00:00,missing_followthrough,,NAS100_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario2,cwt-spx500_usd-5m-scenario2-long-202604061255,long,2026-04-06T12:55:00+00:00,missing_followthrough,,SPX500_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario1,cwt-eur_usd-5m-scenario1-long-202604061315,long,2026-04-06T13:15:00+00:00,missing_followthrough,,EUR_USD,5m
,since_inception_replay_root_only,,100221.02,100221.02,False,1,improved,,,,,0.07,scenario1,cwt-nzd_usd-5m-scenario1-long-202604061335,long,2026-04-06T13:35:00+00:00,missing_followthrough,,NZD_USD,5m
133,since_inception_replay_root_only,24209.8,100150.86,100221.02,True,1,improved,2,sl_hit,-70.15,-1.0,0.07,scenario2,cwt-nas100_usd-5m-scenario2-long-202604061345,long,2026-04-06T13:45:00+00:00,,24037.5898927,NAS100_USD,5m
,since_inception_replay_root_only,,100150.86,100150.86,False,2,improved,,,,,0.2,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604061400,long,2026-04-06T14:00:00+00:00,missing_followthrough,,GBP_JPY,15m
33,since_inception_replay_root_only,6616.0,99950.56,100150.86,True,2,improved,3,sl_hit,-200.3,-1.0,0.2,scenario1,cwt-spx500_usd-5m-scenario1-long-202604061420,long,2026-04-06T14:20:00+00:00,,6590.7732446,SPX500_USD,5m
,since_inception_replay_root_only,,99950.56,99950.56,False,3,improved,,,,,0.45,scenario1,cwt-eur_usd-5m-scenario1-long-202604061435,long,2026-04-06T14:35:00+00:00,missing_followthrough,,EUR_USD,5m
15,since_inception_replay_root_only,24192.0,99500.78,99950.56,True,3,improved,4,sl_hit,-449.78,-1.0,0.45,scenario2,cwt-nas100_usd-5m-scenario2-long-202604061550,long,2026-04-06T15:50:00+00:00,,24099.7473219,NAS100_USD,5m
4,since_inception_replay_root_only,24195.8,98505.77,99500.78,True,4,improved,4,sl_hit,-995.01,-1.0,1.0,scenario1,cwt-nas100_usd-5m-scenario1-long-202604061635,long,2026-04-06T16:35:00+00:00,,24158.1054497,NAS100_USD,5m
3,since_inception_replay_root_only,24201.2,97520.72,98505.77,True,4,improved,4,sl_hit,-985.06,-1.0,1.0,scenario1,cwt-nas100_usd-5m-scenario1-long-202604061640,long,2026-04-06T16:40:00+00:00,,24159.2858849,NAS100_USD,5m
3,since_inception_replay_root_only,6615.7,96545.51,97520.72,True,4,improved,4,sl_hit,-975.21,-1.0,1.0,scenario1,cwt-spx500_usd-5m-scenario1-long-202604061640,long,2026-04-06T16:40:00+00:00,,6602.0162508,SPX500_USD,5m
,since_inception_replay_root_only,,96545.51,96545.51,False,4,improved,,,,,1.0,scenario1,cwt-nas100_usd-5m-scenario1-long-202604061650,long,2026-04-06T16:50:00+00:00,missing_followthrough,,NAS100_USD,5m
,since_inception_replay_root_only,,96545.51,96545.51,False,4,improved,,,,,1.0,scenario1,cwt-spx500_usd-5m-scenario1-long-202604061650,long,2026-04-06T16:50:00+00:00,missing_followthrough,,SPX500_USD,5m
78,since_inception_replay_root_only,24198.2,95580.05,96545.51,True,4,improved,4,sl_hit,-965.46,-1.0,1.0,scenario2,cwt-nas100_usd-5m-scenario2-long-202604061815,long,2026-04-06T18:15:00+00:00,,24055.4844281,NAS100_USD,5m
32,since_inception_replay_root_only,6611.9,96046.01,95580.05,True,4,improved,1,tp_hit,465.95,0.487499,1.0,scenario2,cwt-spx500_usd-5m-scenario2-long-202604061815,long,2026-04-06T18:15:00+00:00,,6584.8596427,SPX500_USD,5m
,since_inception_replay_root_only,,96046.01,96046.01,False,1,improved,,,,,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604061830,long,2026-04-06T18:30:00+00:00,missing_followthrough,,GBP_JPY,15m
,since_inception_replay_root_only,,96046.01,96046.01,False,1,improved,,,,,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604062025,long,2026-04-06T20:25:00+00:00,missing_followthrough,,SPX500_USD,5m
,since_inception_replay_root_only,,96046.01,96046.01,False,1,improved,,,,,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604062115,long,2026-04-06T21:15:00+00:00,missing_followthrough,,GBP_JPY,15m
,since_inception_replay_root_only,,96046.01,96046.01,False,1,improved,,,,,0.07,scenario2,cwt-usd_jpy-5m-scenario2-long-202604062300,long,2026-04-06T23:00:00+00:00,high_noise_session,,USD_JPY,5m
24,since_inception_replay_root_only,211.426,96106.01,96046.01,True,1,improved,1,tp_hit,60.0,0.892467,0.07,scenario2,cwt-gbp_jpy-15m-scenario2-long-202604070015,long,2026-04-07T00:15:00+00:00,,211.18537940000002,GBP_JPY,15m
,since_inception_replay_root_only,,96106.01,96106.01,False,1,improved,,,,,0.07,scenario2,cwt-spx500_usd-5m-scenario2-long-202604070020,long,2026-04-07T00:20:00+00:00,missing_followthrough,,SPX500_USD,5m
3,since_inception_replay_root_only,159.754,96134.99,96106.01,True,1,improved,1,tp_hit,28.98,0.430828,0.07,scenario1,cwt-usd_jpy-5m-scenario1-long-202604070030,long,2026-04-07T00:30:00+00:00,,159.66078875,USD_JPY,5m
,since_inception_replay_root_only,,96134.99,96134.99,False,1,improved,,,,,0.07,scenario1,cwt-usd_jpy-5m-scenario1-long-202604070140,long,2026-04-07T01:40:00+00:00,high_noise_session,,USD_JPY,5m
74,since_inception_replay_root_only,159.884,96067.7,96134.99,True,1,improved,2,sl_hit,-67.29,-1.0,0.07,scenario1,cwt-usd_jpy-5m-scenario1-long-202604070145,long,2026-04-07T01:45:00+00:00,,159.7142667,USD_JPY,5m
,since_inception_replay_root_only,,96067.7,96067.7,False,2,improved,,,,,0.2,scenario2,cwt-gbp_jpy-15m-scenario2-long-202604070400,long,2026-04-07T04:00:00+00:00,missing_followthrough,,GBP_JPY,15m
