bars_checked,dataset,entry_price,equity_after,equity_before,executed,ladder_step_at_signal,mode,next_ladder_step,outcome,pnl,realized_r,risk_pct_at_signal,scenario,setup_id,side,signal_timestamp,skip_reason,stop_price,symbol,timeframe
14,since_inception_replay_raw,211.396,85927.16,85987.35,True,1,baseline,2,sl_hit,-60.19,-1.0,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604061830,long,2026-04-06T18:30:00+00:00,,211.288422,GBP_JPY,15m
26,since_inception_replay_raw,6615.6,86099.01,85927.16,True,2,baseline,1,tp_hit,171.85,1.0,0.2,scenario1,cwt-spx500_usd-5m-scenario1-long-202604061855,long,2026-04-06T18:55:00+00:00,,6603.202584,SPX500_USD,5m
8,since_inception_replay_raw,6619.4,86159.28,86099.01,True,1,baseline,1,tp_hit,60.27,1.0,0.07,scenario1,cwt-spx500_usd-5m-scenario1-long-202604062025,long,2026-04-06T20:25:00+00:00,,6610.987624,SPX500_USD,5m
1,since_inception_replay_raw,211.446,86098.97,86159.28,True,1,baseline,2,sl_hit,-60.31,-1.0,0.07,scenario1,cwt-gbp_jpy-15m-scenario1-long-202604062115,long,2026-04-06T21:15:00+00:00,,211.324524,GBP_JPY,15m
4,since_inception_replay_raw,159.67,86271.17,86098.97,True,2,baseline,1,tp_hit,172.2,1.0,0.2,scenario2,cwt-usd_jpy-5m-scenario2-long-202604062300,long,2026-04-06T23:00:00+00:00,,159.65025,USD_JPY,5m
25,since_inception_replay_raw,211.424,86331.56,86271.17,True,1,baseline,1,tp_hit,60.39,1.0,0.07,scenario2,cwt-gbp_jpy-15m-scenario2-long-202604070015,long,2026-04-07T00:15:00+00:00,,211.207254,GBP_JPY,15m
3,since_inception_replay_raw,6620.4,86271.12,86331.56,True,1,baseline,2,sl_hit,-60.43,-1.0,0.07,scenario2,cwt-spx500_usd-5m-scenario2-long-202604070020,long,2026-04-07T00:20:00+00:00,,6610.825,SPX500_USD,5m
4,since_inception_replay_raw,159.732,86443.67,86271.12,True,2,baseline,1,tp_hit,172.54,1.0,0.2,scenario1,cwt-usd_jpy-5m-scenario1-long-202604070030,long,2026-04-07T00:30:00+00:00,,159.669842,USD_JPY,5m
4,since_inception_replay_raw,159.754,86504.18,86443.67,True,1,baseline,1,tp_hit,60.51,1.0,0.07,scenario1,cwt-usd_jpy-5m-scenario1-long-202604070035,long,2026-04-07T00:35:00+00:00,,159.670671,USD_JPY,5m
14,since_inception_replay_raw,159.808,86564.73,86504.18,True,1,baseline,1,tp_hit,60.55,1.0,0.07,scenario1,cwt-usd_jpy-5m-scenario1-long-202604070055,long,2026-04-07T00:55:00+00:00,,159.683934,USD_JPY,5m
