timestamp,open,high,low,close,volume
2025-01-01 22:00:00+00:00,1.13542,1.13542,1.13356,1.13409,443.0
2025-01-01 23:00:00+00:00,1.13418,1.13656,1.13397,1.13647,1510.0
2025-01-02 00:00:00+00:00,1.1365,1.13656,1.13484,1.13512,1416.0
2025-01-02 01:00:00+00:00,1.13512,1.13572,1.13438,1.1344,3232.0
2025-01-02 02:00:00+00:00,1.1344,1.1346,1.13396,1.1345,2048.0
2025-01-02 03:00:00+00:00,1.1345,1.13454,1.13396,1.13417,1766.0
2025-01-02 04:00:00+00:00,1.13416,1.13421,1.13363,1.13375,1340.0
2025-01-02 05:00:00+00:00,1.13376,1.13436,1.13352,1.13424,1022.0
2025-01-02 06:00:00+00:00,1.13422,1.13434,1.13367,1.13372,1997.0
2025-01-02 07:00:00+00:00,1.13372,1.13384,1.1327,1.1329,3348.0
2025-01-02 08:00:00+00:00,1.13287,1.13289,1.13098,1.13103,5777.0
2025-01-02 09:00:00+00:00,1.13098,1.13108,1.1292,1.12944,4783.0
2025-01-02 10:00:00+00:00,1.12945,1.12998,1.1284,1.12935,5613.0
2025-01-02 11:00:00+00:00,1.12932,1.13062,1.12843,1.13056,5496.0
2025-01-02 12:00:00+00:00,1.13056,1.13082,1.1274,1.12794,5006.0
2025-01-02 13:00:00+00:00,1.12794,1.12805,1.12612,1.12721,8438.0
2025-01-02 14:00:00+00:00,1.12718,1.12808,1.12586,1.12765,7285.0
2025-01-02 15:00:00+00:00,1.12768,1.12779,1.12592,1.12707,9113.0
2025-01-02 16:00:00+00:00,1.12708,1.13006,1.12704,1.12908,10841.0
2025-01-02 17:00:00+00:00,1.12904,1.1296,1.12803,1.12886,5571.0
2025-01-02 18:00:00+00:00,1.12886,1.12899,1.12828,1.12846,4406.0
2025-01-02 19:00:00+00:00,1.12848,1.13,1.1283,1.12986,3270.0
2025-01-02 20:00:00+00:00,1.12986,1.13036,1.12977,1.12982,3207.0
2025-01-02 21:00:00+00:00,1.12984,1.12992,1.12946,1.12958,1223.0
2025-01-02 22:00:00+00:00,1.12961,1.12972,1.12888,1.12956,1463.0
2025-01-02 23:00:00+00:00,1.12956,1.12964,1.12904,1.12912,1452.0
2025-01-03 00:00:00+00:00,1.12908,1.12946,1.12894,1.1291,2301.0
2025-01-03 01:00:00+00:00,1.12914,1.12964,1.12886,1.129,2628.0
2025-01-03 02:00:00+00:00,1.12899,1.1292,1.12874,1.12896,2889.0
2025-01-03 03:00:00+00:00,1.12895,1.13051,1.12893,1.13038,2044.0
2025-01-03 04:00:00+00:00,1.13039,1.13095,1.13013,1.13014,1492.0
2025-01-03 05:00:00+00:00,1.13018,1.13024,1.1293,1.12976,2608.0
2025-01-03 06:00:00+00:00,1.12974,1.1301,1.12952,1.1298,2184.0
2025-01-03 07:00:00+00:00,1.12978,1.12981,1.12758,1.12867,4807.0
2025-01-03 08:00:00+00:00,1.12865,1.12928,1.12827,1.12842,5723.0
2025-01-03 09:00:00+00:00,1.12841,1.12871,1.12772,1.12794,3537.0
2025-01-03 10:00:00+00:00,1.12794,1.12814,1.12662,1.12754,3493.0
2025-01-03 11:00:00+00:00,1.12752,1.12859,1.12732,1.12824,4774.0
2025-01-03 12:00:00+00:00,1.12822,1.12843,1.12786,1.12798,4302.0
2025-01-03 13:00:00+00:00,1.12794,1.12844,1.12754,1.12774,4848.0
2025-01-03 14:00:00+00:00,1.12775,1.1286,1.12714,1.12746,4665.0
2025-01-03 15:00:00+00:00,1.12758,1.12982,1.12721,1.12963,11088.0
2025-01-03 16:00:00+00:00,1.12966,1.13018,1.12891,1.12963,4311.0
2025-01-03 17:00:00+00:00,1.12964,1.12966,1.12887,1.12916,3705.0
2025-01-03 18:00:00+00:00,1.12915,1.1299,1.12915,1.12962,2276.0
2025-01-03 19:00:00+00:00,1.1296,1.12996,1.12954,1.12978,2956.0
2025-01-03 20:00:00+00:00,1.12978,1.12989,1.12947,1.12949,2009.0
2025-01-03 21:00:00+00:00,1.12948,1.12966,1.12842,1.12843,1388.0
2025-01-05 22:00:00+00:00,1.12894,1.12974,1.12832,1.12894,1478.0
2025-01-05 23:00:00+00:00,1.12881,1.13037,1.1288,1.12986,1971.0
2025-01-06 00:00:00+00:00,1.12992,1.1309,1.12988,1.13088,3743.0
2025-01-06 01:00:00+00:00,1.13087,1.13157,1.13056,1.13145,4118.0
2025-01-06 02:00:00+00:00,1.13144,1.13178,1.13128,1.13144,3135.0
2025-01-06 03:00:00+00:00,1.13143,1.13146,1.1308,1.13088,2368.0
2025-01-06 04:00:00+00:00,1.13086,1.13102,1.13061,1.131,1490.0
2025-01-06 05:00:00+00:00,1.131,1.13148,1.13083,1.13122,2368.0
2025-01-06 06:00:00+00:00,1.13124,1.13216,1.13122,1.13192,3184.0
2025-01-06 07:00:00+00:00,1.13191,1.13211,1.13079,1.13088,4396.0
2025-01-06 08:00:00+00:00,1.13088,1.13186,1.1305,1.13102,6631.0
2025-01-06 09:00:00+00:00,1.13102,1.1314,1.13008,1.13028,9069.0
2025-01-06 10:00:00+00:00,1.13029,1.13069,1.12955,1.12993,5640.0
2025-01-06 11:00:00+00:00,1.12989,1.13162,1.12924,1.13122,14489.0
2025-01-06 12:00:00+00:00,1.13121,1.13183,1.13036,1.13046,9185.0
2025-01-06 13:00:00+00:00,1.13046,1.13108,1.12964,1.13096,9665.0
2025-01-06 14:00:00+00:00,1.13095,1.13196,1.12982,1.13132,15118.0
2025-01-06 15:00:00+00:00,1.13126,1.13236,1.13114,1.13194,12230.0
2025-01-06 16:00:00+00:00,1.13192,1.13328,1.13146,1.13284,8388.0
2025-01-06 17:00:00+00:00,1.13282,1.13282,1.13116,1.13163,4429.0
2025-01-06 18:00:00+00:00,1.13164,1.13224,1.13162,1.13182,4258.0
2025-01-06 19:00:00+00:00,1.13186,1.13214,1.13138,1.13174,3042.0
2025-01-06 20:00:00+00:00,1.13172,1.13258,1.13168,1.13252,3016.0
2025-01-06 21:00:00+00:00,1.13253,1.13268,1.13232,1.13256,2114.0
2025-01-06 22:00:00+00:00,1.13256,1.13324,1.13157,1.13259,2269.0
2025-01-06 23:00:00+00:00,1.1326,1.13267,1.1321,1.1321,1602.0
2025-01-07 00:00:00+00:00,1.13214,1.1331,1.13213,1.13289,3982.0
2025-01-07 01:00:00+00:00,1.1329,1.13358,1.13262,1.13344,4912.0
2025-01-07 02:00:00+00:00,1.13344,1.13366,1.13325,1.13348,3021.0
2025-01-07 03:00:00+00:00,1.13348,1.13406,1.13324,1.13399,2237.0
2025-01-07 04:00:00+00:00,1.134,1.13404,1.1332,1.13326,2130.0
2025-01-07 05:00:00+00:00,1.13328,1.13332,1.1327,1.13319,3075.0
2025-01-07 06:00:00+00:00,1.13318,1.13366,1.13303,1.13326,4025.0
2025-01-07 07:00:00+00:00,1.13327,1.13683,1.13271,1.13564,6934.0
2025-01-07 08:00:00+00:00,1.13558,1.13559,1.13327,1.13455,8093.0
2025-01-07 09:00:00+00:00,1.13454,1.13614,1.13438,1.13588,6364.0
2025-01-07 10:00:00+00:00,1.13588,1.13683,1.13582,1.13663,5201.0
2025-01-07 11:00:00+00:00,1.13662,1.13678,1.136,1.13606,6700.0
2025-01-07 12:00:00+00:00,1.13605,1.13757,1.1359,1.13662,6188.0
2025-01-07 13:00:00+00:00,1.13663,1.13794,1.13623,1.13758,8103.0
2025-01-07 14:00:00+00:00,1.13758,1.1378,1.13677,1.13702,7489.0
2025-01-07 15:00:00+00:00,1.13756,1.13756,1.13332,1.13458,13270.0
2025-01-07 16:00:00+00:00,1.1346,1.135,1.13375,1.13424,10009.0
2025-01-07 17:00:00+00:00,1.13426,1.13494,1.13418,1.1345,6266.0
2025-01-07 18:00:00+00:00,1.13449,1.13527,1.13435,1.13505,3987.0
2025-01-07 19:00:00+00:00,1.13506,1.13534,1.1347,1.13483,2979.0
2025-01-07 20:00:00+00:00,1.13482,1.13484,1.13418,1.13483,2819.0
2025-01-07 21:00:00+00:00,1.13483,1.13524,1.13467,1.1351,1357.0
2025-01-07 22:00:00+00:00,1.13496,1.13513,1.13434,1.13472,425.0
2025-01-07 23:00:00+00:00,1.13452,1.13484,1.13434,1.1348,1520.0
2025-01-08 00:00:00+00:00,1.13482,1.13489,1.13416,1.13471,3272.0
2025-01-08 01:00:00+00:00,1.13472,1.13516,1.13442,1.13504,3145.0
2025-01-08 02:00:00+00:00,1.13504,1.13558,1.13488,1.13518,2362.0
2025-01-08 03:00:00+00:00,1.13517,1.13546,1.13472,1.13478,1997.0
2025-01-08 04:00:00+00:00,1.13479,1.13526,1.13462,1.13475,2283.0
2025-01-08 05:00:00+00:00,1.13474,1.13544,1.13446,1.13511,2252.0
2025-01-08 06:00:00+00:00,1.13514,1.13606,1.1351,1.13534,3252.0
2025-01-08 07:00:00+00:00,1.13534,1.13559,1.13441,1.13545,4666.0
2025-01-08 08:00:00+00:00,1.13542,1.13601,1.13452,1.1347,8516.0
2025-01-08 09:00:00+00:00,1.13468,1.13532,1.13422,1.13532,6812.0
2025-01-08 10:00:00+00:00,1.1353,1.13579,1.13472,1.13492,5758.0
2025-01-08 11:00:00+00:00,1.13492,1.13492,1.12436,1.1281,13104.0
2025-01-08 12:00:00+00:00,1.12814,1.12824,1.12423,1.12527,8193.0
2025-01-08 13:00:00+00:00,1.12525,1.12634,1.12308,1.12482,14945.0
2025-01-08 14:00:00+00:00,1.12482,1.12552,1.12282,1.12304,10745.0
2025-01-08 15:00:00+00:00,1.12304,1.12497,1.1228,1.12473,10542.0
2025-01-08 16:00:00+00:00,1.12473,1.12661,1.12418,1.12622,6930.0
2025-01-08 17:00:00+00:00,1.12622,1.1267,1.12478,1.12538,5337.0
2025-01-08 18:00:00+00:00,1.12538,1.12688,1.12533,1.12638,4701.0
2025-01-08 19:00:00+00:00,1.1264,1.12749,1.12618,1.1267,5129.0
2025-01-08 20:00:00+00:00,1.1267,1.12682,1.12611,1.1267,3536.0
2025-01-08 21:00:00+00:00,1.1267,1.12706,1.12646,1.12666,2112.0
2025-01-08 22:00:00+00:00,1.12608,1.12678,1.12608,1.12638,838.0
2025-01-08 23:00:00+00:00,1.12628,1.12662,1.12582,1.12588,1496.0
2025-01-09 00:00:00+00:00,1.12589,1.1261,1.12509,1.12536,3120.0
2025-01-09 01:00:00+00:00,1.12532,1.12594,1.12512,1.12562,3305.0
2025-01-09 02:00:00+00:00,1.12558,1.12597,1.12543,1.12584,3484.0
2025-01-09 03:00:00+00:00,1.12582,1.12584,1.12399,1.12419,3807.0
2025-01-09 04:00:00+00:00,1.12418,1.12429,1.12368,1.12385,3244.0
2025-01-09 05:00:00+00:00,1.12386,1.12388,1.12264,1.12307,3150.0
2025-01-09 06:00:00+00:00,1.12308,1.12342,1.1206,1.1208,6072.0
2025-01-09 07:00:00+00:00,1.12081,1.12233,1.1179,1.11874,8064.0
2025-01-09 08:00:00+00:00,1.11876,1.12094,1.11749,1.12016,8519.0
2025-01-09 09:00:00+00:00,1.12016,1.12122,1.11907,1.11956,6696.0
2025-01-09 10:00:00+00:00,1.11953,1.12107,1.11776,1.12063,7108.0
