segment,start,end,symbol,timeframe,profile_name,trades,win_rate,avg_r,expectancy_r,profit_factor,max_drawdown_r,max_drawdown_currency,total_net_pnl,total_commission,skipped_trades,partial_size_trades,signals,trade_csv,diagnostics
segment_2025_h1,2025-01-01,2025-06-30,WTICO_USD,4h,wtico_usd_4h,21,0.42857142857142855,0.3658190476190476,0.3658190476190476,2.6297946367956553,-3.1756000000000006,3.3665570000000007,5.15159,0.0,0,0,21,output\research\little_rzy_4h_expanded\base\segment_2025_h1\WTICO_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 21}"
segment_2025_h1,2025-01-01,2025-06-30,BCO_USD,4h,bco_usd_4h,18,0.3888888888888889,0.2408222222222223,0.2408222222222223,1.6346055309119123,-3.4113,2.9299999999999997,4.184633999999999,0.0,0,0,18,output\research\little_rzy_4h_expanded\base\segment_2025_h1\BCO_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 18}"
segment_2025_h1,2025-01-01,2025-06-30,XAG_USD,4h,xag_usd_4h,18,0.3888888888888889,-0.05797777777777777,-0.05797777777777777,0.8500553168867369,-2.2626,1.1921140000000001,-0.6450990000000001,0.0,0,0,18,output\research\little_rzy_4h_expanded\base\segment_2025_h1\XAG_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 18}"
segment_2025_h1,2025-01-01,2025-06-30,XAU_USD,4h,xau_usd_4h,5,0.2,-0.5586,-0.5586,0.30175,-2.0,24.522233999999997,-14.998855999999998,0.0,0,0,5,output\research\little_rzy_4h_expanded\base\segment_2025_h1\XAU_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 5}"
segment_2025_h1,2025-01-01,2025-06-30,UK100_GBP,4h,uk100_gbp_4h,2,0.5,1.35685,1.35685,3.7137,-1.0,3.770151999999996,95.263181,0.0,0,0,2,output\research\little_rzy_4h_expanded\base\segment_2025_h1\UK100_GBP_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 2}"
segment_2025_h1,2025-01-01,2025-06-30,NAS100_USD,4h,nas100_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h1\NAS100_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h1,2025-01-01,2025-06-30,US30_USD,4h,us30_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h1\US30_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h1,2025-01-01,2025-06-30,SPX500_USD,4h,spx500_usd_4h,2,0.5,0.5237,0.5237,2.0474,-1.0,3.9580309999999983,58.341969,0.0,0,0,2,output\research\little_rzy_4h_expanded\base\segment_2025_h1\SPX500_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 2}"
segment_2025_h1,2025-01-01,2025-06-30,FR40_EUR,4h,fr40_eur_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h1\FR40_EUR_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h1,2025-01-01,2025-06-30,JP225_USD,4h,jp225_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h1\JP225_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h1,2025-01-01,2025-06-30,ESPIX_EUR,4h,espix_eur_4h,1,1.0,8.8227,8.8227,999.0,0.0,0.0,720.75,0.0,0,0,1,output\research\little_rzy_4h_expanded\base\segment_2025_h1\ESPIX_EUR_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 1}"
segment_2025_h1,2025-01-01,2025-06-30,EUR_USD,4h,eur_usd_4h,13,0.46153846153846156,-0.09745384615384614,-0.09745384615384614,0.7150408241300975,-2.0045,0.0061200000000000004,0.0032179999999999986,0.0,0,0,13,output\research\little_rzy_4h_expanded\base\segment_2025_h1\EUR_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 13}"
segment_2025_h1,2025-01-01,2025-06-30,GBP_USD,4h,gbp_usd_4h,21,0.14285714285714285,-0.19231428571428572,-0.19231428571428572,0.5827332183041112,-7.4049,0.03224900000000001,-0.028127,0.0,0,0,21,output\research\little_rzy_4h_expanded\base\segment_2025_h1\GBP_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 21}"
segment_2025_h1,2025-01-01,2025-06-30,USD_JPY,4h,usd_jpy_4h,16,0.625,0.249,0.249,2.8727965026089404,-1.0,0.562813,3.5008539999999995,0.0,0,0,16,output\research\little_rzy_4h_expanded\base\segment_2025_h1\USD_JPY_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 16}"
segment_2025_h1,2025-01-01,2025-06-30,AUD_USD,4h,aud_usd_4h,13,0.23076923076923078,-0.19096153846153846,-0.19096153846153846,0.308438031033234,-3.5896999999999997,0.016313,-0.013603,0.0,0,0,13,output\research\little_rzy_4h_expanded\base\segment_2025_h1\AUD_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 13}"
segment_2025_h1,2025-01-01,2025-06-30,AUD_CHF,4h,aud_chf_4h,17,0.11764705882352941,-0.5064529411764706,-0.5064529411764706,0.01649512799716704,-7.7574000000000005,0.022891000000000005,-0.025360999999999998,0.0,0,0,17,output\research\little_rzy_4h_expanded\base\segment_2025_h1\AUD_CHF_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 17}"
