segment,start,end,symbol,timeframe,profile_name,trades,win_rate,avg_r,expectancy_r,profit_factor,max_drawdown_r,max_drawdown_currency,total_net_pnl,total_commission,skipped_trades,partial_size_trades,signals,trade_csv,diagnostics
segment_2024_h1,2024-01-01,2024-06-30,WTICO_USD,4h,wtico_usd_4h,23,0.4782608695652174,-0.14043913043478262,-0.14043913043478262,0.5963031007461288,-5.2415,4.876969,-2.867969,0.0,0,0,23,output\research\little_rzy_4h_expanded\base\segment_2024_h1\WTICO_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 23}"
segment_2024_h1,2024-01-01,2024-06-30,BCO_USD,4h,bco_usd_4h,21,0.3333333333333333,-0.2387476190476191,-0.2387476190476191,0.2904170853560156,-6.7501,5.941894000000001,-4.926894,0.0,0,0,21,output\research\little_rzy_4h_expanded\base\segment_2024_h1\BCO_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 21}"
segment_2024_h1,2024-01-01,2024-06-30,XAG_USD,4h,xag_usd_4h,24,0.375,0.2885583333333333,0.2885583333333333,1.773761773348379,-2.8655999999999997,1.3970019999999996,2.7835850000000004,0.0,0,0,24,output\research\little_rzy_4h_expanded\base\segment_2024_h1\XAG_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 24}"
segment_2024_h1,2024-01-01,2024-06-30,XAU_USD,4h,xau_usd_4h,7,0.42857142857142855,0.9667,0.9667,2.8006173332268967,-2.0,21.948161,64.37406100000001,0.0,0,0,7,output\research\little_rzy_4h_expanded\base\segment_2024_h1\XAU_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 7}"
segment_2024_h1,2024-01-01,2024-06-30,UK100_GBP,4h,uk100_gbp_4h,3,0.6666666666666666,1.5068,1.5068,5.5203999999999995,0.0,0.0,78.969952,0.0,0,0,3,output\research\little_rzy_4h_expanded\base\segment_2024_h1\UK100_GBP_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 3}"
segment_2024_h1,2024-01-01,2024-06-30,NAS100_USD,4h,nas100_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2024_h1\NAS100_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2024_h1,2024-01-01,2024-06-30,US30_USD,4h,us30_usd_4h,2,0.0,-1.0,-1.0,0.0,-1.0,106.391378,-122.333494,0.0,0,0,2,output\research\little_rzy_4h_expanded\base\segment_2024_h1\US30_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 2}"
segment_2024_h1,2024-01-01,2024-06-30,SPX500_USD,4h,spx500_usd_4h,4,0.25,-0.541675,-0.541675,0.27776666666666666,-3.0,31.693127000000004,-21.093127000000003,0.0,0,0,4,output\research\little_rzy_4h_expanded\base\segment_2024_h1\SPX500_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 4}"
segment_2024_h1,2024-01-01,2024-06-30,FR40_EUR,4h,fr40_eur_4h,3,0.0,-1.0,-1.0,0.0,-2.0,34.005143,-57.025428,0.0,0,0,3,output\research\little_rzy_4h_expanded\base\segment_2024_h1\FR40_EUR_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 3}"
segment_2024_h1,2024-01-01,2024-06-30,JP225_USD,4h,jp225_usd_4h,1,0.0,-1.0,-1.0,0.0,0.0,0.0,-317.031039,0.0,0,0,1,output\research\little_rzy_4h_expanded\base\segment_2024_h1\JP225_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 1}"
segment_2024_h1,2024-01-01,2024-06-30,ESPIX_EUR,4h,espix_eur_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2024_h1\ESPIX_EUR_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2024_h1,2024-01-01,2024-06-30,EUR_USD,4h,eur_usd_4h,13,0.3076923076923077,-0.056830769230769206,-0.056830769230769206,0.830332537203748,-3.0934999999999997,0.007354,-0.0029950000000000003,0.0,0,0,13,output\research\little_rzy_4h_expanded\base\segment_2024_h1\EUR_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 13}"
segment_2024_h1,2024-01-01,2024-06-30,GBP_USD,4h,gbp_usd_4h,9,0.2222222222222222,-0.1639,-0.1639,0.4965357179425919,-2.6075000000000004,0.008065,0.0002449999999999999,0.0,0,0,9,output\research\little_rzy_4h_expanded\base\segment_2024_h1\GBP_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 9}"
segment_2024_h1,2024-01-01,2024-06-30,USD_JPY,4h,usd_jpy_4h,10,0.5,0.17185,0.17185,1.615464508273046,-2.5348,1.433399,1.527101,0.0,0,0,10,output\research\little_rzy_4h_expanded\base\segment_2024_h1\USD_JPY_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 10}"
segment_2024_h1,2024-01-01,2024-06-30,AUD_USD,4h,aud_usd_4h,17,0.47058823529411764,0.27665294117647055,0.27665294117647055,2.1859743796651196,-1.8321,0.0037,0.014013,0.0,0,0,17,output\research\little_rzy_4h_expanded\base\segment_2024_h1\AUD_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 17}"
