trade_id,symbol,timeframe,profile_name,side,signal_time,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,exit_reason,size_fraction,gross_pnl,commission_paid,net_pnl,pnl_r,pnl_pct,bars_held,trend_maturity,quality_score,bollinger_context,atr_at_entry,bar_range_at_entry,retrace_pct,rr_target,volatility_regime,session,structure_tag,higher_timeframe_bias,setup_id
UK100_GBP-4h-short-503:1,UK100_GBP,4h,uk100_gbp_4h,short,2023-10-30 13:00:00+00:00,2023-10-30 17:00:00+00:00,2023-10-31 09:00:00+00:00,7329.265,7368.327109055812,7157.2,7368.362109055812,stop,1.0,-39.097109,0.0,-39.097109,-1.0009,-0.005334,3,1,88,normal,40.54218111624315,50.5,0.5925,6.67,normal,london_new_york,bearish_ll_lh_continuation,bearish,UK100_GBP-4h-short-503
UK100_GBP-4h-long-687:2,UK100_GBP,4h,uk100_gbp_4h,long,2023-12-13 14:00:00+00:00,2023-12-13 18:00:00+00:00,2023-12-14 06:00:00+00:00,7555.835,7544.013322830396,7676.0,7675.965,target,1.0,120.13,0.0,120.13,10.1618,0.015899,3,1,86,normal,25.73354339209512,43.0,0.4917,2.45,normal,london_new_york,bullish_hh_hl_continuation,bullish,UK100_GBP-4h-long-687
UK100_GBP-4h-long-705:3,UK100_GBP,4h,uk100_gbp_4h,long,2023-12-18 06:00:00+00:00,2023-12-18 10:00:00+00:00,2023-12-20 06:00:00+00:00,7637.335,7569.461824212877,7789.099999999999,7789.065,target,1.0,151.73,0.0,151.73,2.2355,0.019867,11,2,88,normal,32.76351574245662,70.0,0.5713,8.83,normal,asia,bullish_hh_hl_continuation,bullish,UK100_GBP-4h-long-705
