variant,active_symbols,total_trades,mean_win_rate,mean_avg_r,mean_profit_factor,mean_max_drawdown_r,total_net_pnl,symbols_pf_above_1_5,symbols_pf_above_2,symbols_trades_20_plus
base,25,1834,0.27203043249689723,0.15662314714103912,21.169399720294,-2.754248666666667,385.11929499999997,8,7,18
packet_a,25,1834,0.27203043249689723,0.15662314714103912,21.169399720294,-2.754248666666667,385.11929499999997,8,7,18
packet_b,25,1978,0.2788979915576564,0.1282132178029788,21.15908840032471,-3.0731239999999995,88.033848,10,7,19
packet_c,25,2224,0.28365385593316633,0.1287057543127872,21.138163837710305,-3.336279333333333,-22.69913900000006,10,7,20
packet_d,25,2261,0.2839331845882609,0.12048435662431321,21.13745635188893,-3.403303333333333,-567.2535699999999,10,7,20
