variant,segment,symbol,timeframe,profile_name,trades,win_rate,avg_r,profit_factor,max_drawdown_r,total_net_pnl,signals,status
packet_a,segment_2023_h2,SPX500_USD,4h,spx500_usd_4h,5,0.0,-0.8805799999999999,0.0,-3.4029,-46.837129999999995,5,ok
packet_a,segment_2023_h2,FR40_EUR,4h,fr40_eur_4h,2,0.0,-1.0,0.0,-1.0,-140.829063,2,ok
packet_a,segment_2023_h2,JP225_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2023_h2,ESPIX_EUR,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2023_h2,EUR_USD,4h,eur_usd_4h,8,0.875,1.1700875000000002,17.820664869721472,-0.5565,0.028685,8,ok
packet_a,segment_2023_h2,GBP_USD,4h,gbp_usd_4h,15,0.3333333333333333,-0.1352733333333333,0.700258512445528,-5.4153,-0.007882,15,ok
packet_a,segment_2023_h2,USD_JPY,4h,usd_jpy_4h,11,0.2727272727272727,0.13406363636363636,1.555882242074711,-2.0559999999999996,1.1029999999999998,11,ok
packet_a,segment_2023_h2,AUD_USD,4h,aud_usd_4h,15,0.3333333333333333,-0.14011333333333328,0.7458830072787948,-4.5624,-0.011304000000000002,15,ok
packet_a,segment_2023_h2,AUD_CHF,4h,aud_chf_4h,17,0.23529411764705882,-0.32192352941176466,0.3061904943013984,-5.500800000000001,-0.008407000000000001,17,ok
packet_a,segment_2023_h2,USD_CAD,4h,usd_cad_4h,20,0.35,0.024684999999999978,1.060701814783849,-4.702500000000001,-0.0009450000000000014,20,ok
packet_a,segment_2023_h2,USD_CHF,4h,usd_chf_4h,17,0.29411764705882354,0.3825,2.06671806817809,-2.8665000000000007,0.009726999999999998,17,ok
packet_a,segment_2023_h2,NZD_USD,4h,nzd_usd_4h,16,0.375,-0.026443750000000002,0.9239958324351513,-2.6345,-0.00536,16,ok
packet_a,segment_2023_h2,EUR_GBP,4h,eur_gbp_4h,23,0.30434782608695654,0.007639130434782623,1.0309026312086675,-4.7,0.0022329999999999997,23,ok
packet_a,segment_2023_h2,EUR_JPY,4h,eur_jpy_4h,12,0.4166666666666667,0.05529166666666666,1.238463197239793,-2.4051,1.5934480000000004,12,ok
packet_a,segment_2023_h2,GBP_JPY,4h,gbp_jpy_4h,19,0.2631578947368421,-0.17289473684210527,0.5403408613886324,-6.214999999999999,-0.45629300000000006,19,ok
packet_a,segment_2023_h2,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2023_h2,ETH_USD,4h,eth_usd_4h,6,0.16666666666666666,-0.47813333333333335,0.3282128137879355,-3.2704000000000004,-25.134641000000002,6,ok
packet_a,segment_2023_h2,LTC_USD,4h,ltc_usd_4h,23,0.34782608695652173,-0.06627826086956522,0.8418951014862525,-3.659,-0.3650989999999996,23,ok
packet_a,segment_2023_h2,BCH_USD,4h,bch_usd_4h,19,0.2631578947368421,-0.07533684210526319,0.7933145621254784,-3.3724000000000003,-11.706798999999998,19,ok
packet_a,segment_2024_h1,WTICO_USD,4h,wtico_usd_4h,23,0.4782608695652174,-0.14043913043478262,0.5963031007461288,-5.2415,-2.867969,23,ok
packet_a,segment_2024_h1,BCO_USD,4h,bco_usd_4h,21,0.3333333333333333,-0.2387476190476191,0.2904170853560156,-6.7501,-4.926894,21,ok
packet_a,segment_2024_h1,XAG_USD,4h,xag_usd_4h,24,0.375,0.2885583333333333,1.773761773348379,-2.8655999999999997,2.7835850000000004,24,ok
packet_a,segment_2024_h1,XAU_USD,4h,xau_usd_4h,7,0.42857142857142855,0.9667,2.8006173332268967,-2.0,64.37406100000001,7,ok
packet_a,segment_2024_h1,UK100_GBP,4h,uk100_gbp_4h,3,0.6666666666666666,1.5068,5.5203999999999995,0.0,78.969952,3,ok
packet_a,segment_2024_h1,NAS100_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h1,US30_USD,4h,us30_usd_4h,2,0.0,-1.0,0.0,-1.0,-122.333494,2,ok
packet_a,segment_2024_h1,SPX500_USD,4h,spx500_usd_4h,4,0.25,-0.541675,0.27776666666666666,-3.0,-21.093127000000003,4,ok
packet_a,segment_2024_h1,FR40_EUR,4h,fr40_eur_4h,3,0.0,-1.0,0.0,-2.0,-57.025428,3,ok
packet_a,segment_2024_h1,JP225_USD,4h,jp225_usd_4h,1,0.0,-1.0,0.0,0.0,-317.031039,1,ok
packet_a,segment_2024_h1,ESPIX_EUR,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h1,EUR_USD,4h,eur_usd_4h,13,0.3076923076923077,-0.056830769230769206,0.830332537203748,-3.0934999999999997,-0.0029950000000000003,13,ok
packet_a,segment_2024_h1,GBP_USD,4h,gbp_usd_4h,9,0.2222222222222222,-0.1639,0.4965357179425919,-2.6075000000000004,0.0002449999999999999,9,ok
packet_a,segment_2024_h1,USD_JPY,4h,usd_jpy_4h,10,0.5,0.17185,1.615464508273046,-2.5348,1.527101,10,ok
packet_a,segment_2024_h1,AUD_USD,4h,aud_usd_4h,17,0.47058823529411764,0.27665294117647055,2.1859743796651196,-1.8321,0.014013,17,ok
packet_a,segment_2024_h1,AUD_CHF,4h,aud_chf_4h,23,0.43478260869565216,0.3405,1.956343875931127,-2.2296999999999985,0.012110999999999999,23,ok
packet_a,segment_2024_h1,USD_CAD,4h,usd_cad_4h,20,0.5,-0.12262500000000001,0.5883063906934582,-4.0224,-0.006939000000000001,20,ok
packet_a,segment_2024_h1,USD_CHF,4h,usd_chf_4h,22,0.22727272727272727,-0.26355909090909097,0.46964181179569725,-5.7573,-0.021533999999999998,22,ok
packet_a,segment_2024_h1,NZD_USD,4h,nzd_usd_4h,23,0.21739130434782608,-0.20850869565217392,0.4893845826235094,-4.2837,-0.014837000000000003,23,ok
packet_a,segment_2024_h1,EUR_GBP,4h,eur_gbp_4h,25,0.28,-0.22152000000000002,0.5667615858810277,-5.8020000000000005,-0.006921,25,ok
packet_a,segment_2024_h1,EUR_JPY,4h,eur_jpy_4h,16,0.3125,-0.20798125,0.4518514858008829,-2.8604000000000003,-1.6348820000000002,16,ok
packet_a,segment_2024_h1,GBP_JPY,4h,gbp_jpy_4h,14,0.35714285714285715,-0.04665714285714288,0.8707097897945449,-4.1585,0.18998299999999968,14,ok
packet_a,segment_2024_h1,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h1,ETH_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h1,LTC_USD,4h,ltc_usd_4h,15,0.13333333333333333,-0.2981999999999999,0.36312896887547347,-3.708100000000001,-12.445882000000001,15,ok
packet_a,segment_2024_h1,BCH_USD,4h,bch_usd_4h,9,0.2222222222222222,-0.31418888888888885,0.2796219397243523,-3.0407999999999995,-30.310693999999998,9,ok
packet_a,segment_2024_h2,WTICO_USD,4h,wtico_usd_4h,21,0.42857142857142855,0.2915904761904761,1.7671414790593956,-5.0634999999999994,5.072908000000001,21,ok
packet_a,segment_2024_h2,BCO_USD,4h,bco_usd_4h,17,0.35294117647058826,0.15561176470588234,1.4381905219393414,-3.0682,-0.08393200000000062,17,ok
packet_a,segment_2024_h2,XAG_USD,4h,xag_usd_4h,11,0.2727272727272727,-0.06120000000000001,0.8733562842146849,-2.9191000000000003,-0.01958700000000002,11,ok
packet_a,segment_2024_h2,XAU_USD,4h,xau_usd_4h,8,0.5,0.3737,1.7762775238886581,-2.0,26.154217,8,ok
packet_a,segment_2024_h2,UK100_GBP,4h,uk100_gbp_4h,2,0.0,-1.0,0.0,-1.0,-70.803395,2,ok
packet_a,segment_2024_h2,NAS100_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h2,US30_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h2,SPX500_USD,4h,spx500_usd_4h,7,0.0,-0.9006,0.0,-5.3042,-108.997382,7,ok
packet_a,segment_2024_h2,FR40_EUR,4h,fr40_eur_4h,1,1.0,4.4569,999.0,0.0,44.8,1,ok
packet_a,segment_2024_h2,JP225_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h2,ESPIX_EUR,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h2,EUR_USD,4h,eur_usd_4h,26,0.4230769230769231,0.388873076923077,2.3111197562082606,-3.8764000000000003,0.017289,26,ok
packet_a,segment_2024_h2,GBP_USD,4h,gbp_usd_4h,20,0.25,-0.10307,0.7154609576656038,-3.5221,-0.003793999999999999,20,ok
packet_a,segment_2024_h2,USD_JPY,4h,usd_jpy_4h,23,0.5217391304347826,0.24009999999999998,2.0287252472942012,-2.732,2.9871090000000002,23,ok
packet_a,segment_2024_h2,AUD_USD,4h,aud_usd_4h,20,0.35,0.041735,1.1717030423960668,-2.5827,0.005562000000000002,20,ok
packet_a,segment_2024_h2,AUD_CHF,4h,aud_chf_4h,16,0.4375,-0.09705625000000001,0.6533086265404536,-2.5780000000000003,-0.004834000000000001,16,ok
packet_a,segment_2024_h2,USD_CAD,4h,usd_cad_4h,18,0.4444444444444444,0.1831333333333333,1.600546547640736,-3.9574,-0.0008059999999999994,18,ok
packet_a,segment_2024_h2,USD_CHF,4h,usd_chf_4h,20,0.3,-0.19236999999999999,0.4087199741812536,-3.7892,-0.007621000000000001,20,ok
packet_a,segment_2024_h2,NZD_USD,4h,nzd_usd_4h,12,0.3333333333333333,-0.07916666666666662,0.8047998684967536,-2.4505999999999997,-0.0009539999999999991,12,ok
packet_a,segment_2024_h2,EUR_GBP,4h,eur_gbp_4h,19,0.3157894736842105,0.1824684210526316,1.4511666644977426,-4.4867,-0.002187000000000001,19,ok
packet_a,segment_2024_h2,EUR_JPY,4h,eur_jpy_4h,23,0.43478260869565216,0.3455956521739131,2.231898208418573,-3.8468999999999998,2.481592000000001,23,ok
packet_a,segment_2024_h2,GBP_JPY,4h,gbp_jpy_4h,23,0.4782608695652174,0.12743478260869565,1.4969649699888092,-3.4413,-0.4347550000000002,23,ok
packet_a,segment_2024_h2,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2024_h2,ETH_USD,4h,eth_usd_4h,2,0.0,-1.0,0.0,-1.0,-119.33803700000001,2,ok
packet_a,segment_2024_h2,LTC_USD,4h,ltc_usd_4h,23,0.34782608695652173,-0.06817826086956522,0.8723586103604336,-3.7601999999999993,0.6816240000000029,23,ok
packet_a,segment_2024_h2,BCH_USD,4h,bch_usd_4h,13,0.15384615384615385,-0.25040000000000007,0.39836617011052383,-5.4106000000000005,-28.808209,13,ok
packet_a,segment_2025_h1,WTICO_USD,4h,wtico_usd_4h,21,0.42857142857142855,0.3658190476190476,2.6297946367956553,-3.1756000000000006,5.15159,21,ok
packet_a,segment_2025_h1,BCO_USD,4h,bco_usd_4h,18,0.3888888888888889,0.2408222222222223,1.6346055309119123,-3.4113,4.184633999999999,18,ok
packet_a,segment_2025_h1,XAG_USD,4h,xag_usd_4h,18,0.3888888888888889,-0.05797777777777777,0.8500553168867369,-2.2626,-0.6450990000000001,18,ok
packet_a,segment_2025_h1,XAU_USD,4h,xau_usd_4h,5,0.2,-0.5586,0.30175,-2.0,-14.998855999999998,5,ok
packet_a,segment_2025_h1,UK100_GBP,4h,uk100_gbp_4h,2,0.5,1.35685,3.7137,-1.0,95.263181,2,ok
packet_a,segment_2025_h1,NAS100_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h1,US30_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h1,SPX500_USD,4h,spx500_usd_4h,2,0.5,0.5237,2.0474,-1.0,58.341969,2,ok
packet_a,segment_2025_h1,FR40_EUR,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h1,JP225_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h1,ESPIX_EUR,4h,espix_eur_4h,1,1.0,8.8227,999.0,0.0,720.75,1,ok
packet_a,segment_2025_h1,EUR_USD,4h,eur_usd_4h,13,0.46153846153846156,-0.09745384615384614,0.7150408241300975,-2.0045,0.0032179999999999986,13,ok
packet_a,segment_2025_h1,GBP_USD,4h,gbp_usd_4h,21,0.14285714285714285,-0.19231428571428572,0.5827332183041112,-7.4049,-0.028127,21,ok
packet_a,segment_2025_h1,USD_JPY,4h,usd_jpy_4h,16,0.625,0.249,2.8727965026089404,-1.0,3.5008539999999995,16,ok
packet_a,segment_2025_h1,AUD_USD,4h,aud_usd_4h,13,0.23076923076923078,-0.19096153846153846,0.308438031033234,-3.5896999999999997,-0.013603,13,ok
packet_a,segment_2025_h1,AUD_CHF,4h,aud_chf_4h,17,0.11764705882352941,-0.5064529411764706,0.01649512799716704,-7.7574000000000005,-0.025360999999999998,17,ok
packet_a,segment_2025_h1,USD_CAD,4h,usd_cad_4h,12,0.25,-0.11997500000000004,0.6425680875890661,-1.7711000000000001,-0.00662,12,ok
packet_a,segment_2025_h1,USD_CHF,4h,usd_chf_4h,21,0.2857142857142857,-0.007195238095238106,0.9774174263936632,-4.130599999999999,0.012331999999999997,21,ok
packet_a,segment_2025_h1,NZD_USD,4h,nzd_usd_4h,11,0.2727272727272727,0.10737272727272727,1.376746411483254,-2.7282,-0.004435,11,ok
packet_a,segment_2025_h1,EUR_GBP,4h,eur_gbp_4h,20,0.3,-0.16095,0.6270031633468904,-6.469899999999999,-0.00028399999999999975,20,ok
packet_a,segment_2025_h1,EUR_JPY,4h,eur_jpy_4h,22,0.4090909090909091,-0.23254090909090908,0.40786823769068725,-5.6918999999999995,-1.7015550000000004,22,ok
packet_a,segment_2025_h1,GBP_JPY,4h,gbp_jpy_4h,20,0.35,-0.10678999999999998,0.6649042157616455,-5.491499999999999,-3.0343909999999994,20,ok
packet_a,segment_2025_h1,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h1,ETH_USD,4h,eth_usd_4h,1,0.0,-1.0,0.0,0.0,-141.662488,1,ok
packet_a,segment_2025_h1,LTC_USD,4h,ltc_usd_4h,10,0.1,-0.50462,0.10798819182973608,-4.5557,-16.439647,10,ok
packet_a,segment_2025_h1,BCH_USD,4h,bch_usd_4h,12,0.16666666666666666,-0.15083333333333337,0.7170504463099313,-3.0267,9.660380999999997,12,ok
packet_a,segment_2025_h2,WTICO_USD,4h,wtico_usd_4h,19,0.42105263157894735,0.17509473684210528,1.65924223208624,-2.4442,1.6156969999999997,19,ok
packet_a,segment_2025_h2,BCO_USD,4h,bco_usd_4h,13,0.46153846153846156,0.17354615384615385,1.697468080502056,-1.1334,1.1599799999999998,13,ok
packet_a,segment_2025_h2,XAG_USD,4h,xag_usd_4h,20,0.55,1.162925,4.314545895027861,-3.4391000000000007,11.236445,20,ok
packet_a,segment_2025_h2,XAU_USD,4h,xau_usd_4h,5,0.2,-0.14800000000000005,0.815,-3.0,103.49728300000001,5,ok
packet_a,segment_2025_h2,UK100_GBP,4h,uk100_gbp_4h,4,0.25,2.634925,4.513233333333333,-2.0,72.08274899999999,4,ok
packet_a,segment_2025_h2,NAS100_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h2,US30_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h2,SPX500_USD,4h,spx500_usd_4h,3,0.0,-0.824,0.0,-1.472,-75.11306,3,ok
packet_a,segment_2025_h2,FR40_EUR,4h,fr40_eur_4h,2,0.0,-1.0,0.0,-1.0,-194.257184,2,ok
packet_a,segment_2025_h2,JP225_USD,4h,jp225_usd_4h,1,0.0,-1.0,0.0,0.0,-110.194772,1,ok
packet_a,segment_2025_h2,ESPIX_EUR,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h2,EUR_USD,4h,eur_usd_4h,27,0.2962962962962963,-0.03124444444444444,0.9048285198555956,-5.0937,-0.0031669999999999984,27,ok
packet_a,segment_2025_h2,GBP_USD,4h,gbp_usd_4h,16,0.375,0.19724375,2.552718327183271,-0.6274000000000002,0.011290000000000001,16,ok
packet_a,segment_2025_h2,USD_JPY,4h,usd_jpy_4h,14,0.07142857142857142,-0.29620714285714284,0.0673159102154649,-3.8098999999999994,-2.453,14,ok
packet_a,segment_2025_h2,AUD_USD,4h,aud_usd_4h,17,0.4117647058823529,-0.09136470588235293,0.7282525019245573,-2.7664,-0.004768000000000001,17,ok
packet_a,segment_2025_h2,AUD_CHF,4h,aud_chf_4h,20,0.4,0.048115000000000005,1.191376807270847,-2.3350999999999997,0.0033710000000000007,20,ok
packet_a,segment_2025_h2,USD_CAD,4h,usd_cad_4h,16,0.125,-0.26821249999999996,0.2596566893815233,-3.2913999999999994,-0.013078,16,ok
packet_a,segment_2025_h2,USD_CHF,4h,usd_chf_4h,19,0.21052631578947367,-0.3806842105263158,0.32104907445650127,-6.572699999999999,-0.006744999999999999,19,ok
packet_a,segment_2025_h2,NZD_USD,4h,nzd_usd_4h,25,0.4,-0.008344000000000004,0.9752253589710093,-7.165900000000001,0.003221999999999999,25,ok
packet_a,segment_2025_h2,EUR_GBP,4h,eur_gbp_4h,11,0.36363636363636365,-0.16419090909090908,0.5729452378700464,-2.8339,-0.002182,11,ok
packet_a,segment_2025_h2,EUR_JPY,4h,eur_jpy_4h,17,0.35294117647058826,-0.013723529411764697,0.9587481212978515,-2.4800999999999997,-0.009650999999999993,17,ok
packet_a,segment_2025_h2,GBP_JPY,4h,gbp_jpy_4h,22,0.2727272727272727,-0.12732727272727276,0.6260179968492164,-5.2206,-2.4347269999999996,22,ok
packet_a,segment_2025_h2,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_a,segment_2025_h2,ETH_USD,4h,eth_usd_4h,2,0.0,-0.5334,0.0,-1.0,-112.17885100000001,2,ok
packet_a,segment_2025_h2,LTC_USD,4h,ltc_usd_4h,13,0.0,-0.6836153846153846,0.0,-7.8870000000000005,-30.251302,13,ok
packet_a,segment_2025_h2,BCH_USD,4h,bch_usd_4h,9,0.3333333333333333,0.7587,3.087590571402367,-1.6483999999999996,26.903456,9,ok
packet_b,segment_2023_h1,WTICO_USD,4h,wtico_usd_4h,20,0.5,0.977805,4.119343467372753,-3.605599999999999,13.963204999999999,20,ok
packet_b,segment_2023_h1,BCO_USD,4h,bco_usd_4h,19,0.47368421052631576,0.6340526315789474,2.8498556599717464,-3.6610999999999994,8.227689000000002,19,ok
packet_b,segment_2023_h1,XAG_USD,4h,xag_usd_4h,14,0.2857142857142857,0.09188571428571425,1.277133870481279,-2.8029,-0.276373,14,ok
packet_b,segment_2023_h1,XAU_USD,4h,xau_usd_4h,16,0.3125,0.25136249999999993,1.6167364401711366,-3.8362000000000003,28.71518499999999,16,ok
packet_b,segment_2023_h1,UK100_GBP,4h,uk100_gbp_4h,4,0.5,2.891175,13.465991160935648,-0.9276999999999997,392.5,4,ok
packet_b,segment_2023_h1,NAS100_USD,4h,nas100_usd_4h,2,0.0,-1.0,0.0,-1.0,-383.614209,2,ok
packet_b,segment_2023_h1,US30_USD,4h,us30_usd_4h,1,0.0,-0.3017,0.0,0.0,-89.1,1,ok
packet_b,segment_2023_h1,SPX500_USD,4h,spx500_usd_4h,5,0.2,-0.48014,0.23690400508582327,-2.146,-32.781837,5,ok
packet_b,segment_2023_h1,FR40_EUR,4h,fr40_eur_4h,2,0.5,1.1702,3.3404,-1.0,116.890497,2,ok
packet_b,segment_2023_h1,JP225_USD,4h,jp225_usd_4h,1,1.0,6.4136,999.0,0.0,208.75,1,ok
packet_b,segment_2023_h1,ESPIX_EUR,4h,espix_eur_4h,1,0.0,-1.0,0.0,0.0,-67.796343,1,ok
packet_b,segment_2023_h1,EUR_USD,4h,eur_usd_4h,17,0.5294117647058824,0.6343411764705882,3.9533329681765896,-2.5566,0.023828,17,ok
packet_b,segment_2023_h1,GBP_USD,4h,gbp_usd_4h,14,0.5714285714285714,0.3592785714285714,2.411109552531912,-2.1275000000000004,0.022816,14,ok
packet_b,segment_2023_h1,USD_JPY,4h,usd_jpy_4h,24,0.3333333333333333,-0.05448333333333333,0.8220710300721186,-4.9596,-0.9571819999999998,24,ok
packet_b,segment_2023_h1,AUD_USD,4h,aud_usd_4h,26,0.38461538461538464,0.3700769230769231,2.3751214771622933,-2.8440000000000003,0.017331999999999997,26,ok
packet_b,segment_2023_h1,AUD_CHF,4h,aud_chf_4h,24,0.4583333333333333,0.12747916666666667,1.5368485699245482,-3.1642,0.011850999999999999,25,ok
packet_b,segment_2023_h1,USD_CAD,4h,usd_cad_4h,13,0.15384615384615385,-0.4467076923076923,0.3052674394956274,-4.8521,-0.024806,13,ok
packet_b,segment_2023_h1,USD_CHF,4h,usd_chf_4h,17,0.058823529411764705,-0.46434117647058826,0.11244785752032291,-7.3429,-0.02492,17,ok
packet_b,segment_2023_h1,NZD_USD,4h,nzd_usd_4h,22,0.2727272727272727,-0.25644090909090916,0.4654747692949046,-6.8892999999999995,-0.021394999999999997,22,ok
packet_b,segment_2023_h1,EUR_GBP,4h,eur_gbp_4h,21,0.19047619047619047,-0.41981428571428564,0.09309646027712913,-8.517500000000002,-0.020062,21,ok
packet_b,segment_2023_h1,EUR_JPY,4h,eur_jpy_4h,21,0.38095238095238093,0.40204285714285715,2.1169039051751506,-4.245699999999999,3.189565000000001,21,ok
packet_b,segment_2023_h1,GBP_JPY,4h,gbp_jpy_4h,17,0.17647058823529413,-0.35918235294117645,0.3001845208760731,-7.093899999999998,-4.937586,17,ok
packet_b,segment_2023_h1,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_b,segment_2023_h1,ETH_USD,4h,eth_usd_4h,4,0.0,-0.75,0.0,-3.0,-83.17622899999999,4,ok
packet_b,segment_2023_h1,LTC_USD,4h,ltc_usd_4h,25,0.2,-0.296488,0.1914963240908397,-7.3674,-24.600309000000003,25,ok
packet_b,segment_2023_h1,BCH_USD,4h,bch_usd_4h,19,0.42105263157894735,0.32577894736842117,1.9811374587877253,-3.6084999999999994,24.068580000000004,19,ok
packet_b,segment_2023_h2,WTICO_USD,4h,wtico_usd_4h,19,0.2631578947368421,0.343478947368421,2.252778684276198,-2.4015000000000004,1.031373,19,ok
packet_b,segment_2023_h2,BCO_USD,4h,bco_usd_4h,20,0.3,0.08048999999999999,1.2909557547715442,-1.9592999999999998,2.077115,20,ok
packet_b,segment_2023_h2,XAG_USD,4h,xag_usd_4h,23,0.5217391304347826,0.8465652173913043,4.68197118112023,-2.3050000000000015,3.8411440000000003,23,ok
packet_b,segment_2023_h2,XAU_USD,4h,xau_usd_4h,19,0.3157894736842105,0.19132105263157892,1.4857551380388596,-2.9596,22.354785999999994,19,ok
packet_b,segment_2023_h2,UK100_GBP,4h,uk100_gbp_4h,7,0.2857142857142857,1.2482714285714285,3.362999621396506,-2.5354,183.33615600000002,7,ok
packet_b,segment_2023_h2,NAS100_USD,4h,nas100_usd_4h,2,0.5,5.84065,12.6813,0.0,405.033973,2,ok
packet_b,segment_2023_h2,US30_USD,4h,us30_usd_4h,1,0.0,-1.0,0.0,0.0,-12.706507,1,ok
packet_b,segment_2023_h2,SPX500_USD,4h,spx500_usd_4h,9,0.2222222222222222,-0.2420666666666666,0.6597479267207048,-5.4029,-57.86478500000001,9,ok
packet_b,segment_2023_h2,FR40_EUR,4h,fr40_eur_4h,4,0.25,-0.38005,0.4932666666666667,-2.0,-125.777807,4,ok
packet_b,segment_2023_h2,JP225_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_b,segment_2023_h2,ESPIX_EUR,4h,espix_eur_4h,1,0.0,-1.0,0.0,0.0,-40.275541,1,ok
packet_b,segment_2023_h2,EUR_USD,4h,eur_usd_4h,11,0.6363636363636364,0.5782454545454546,2.788471812174891,-3.5564999999999998,0.020116,11,ok
packet_b,segment_2023_h2,GBP_USD,4h,gbp_usd_4h,17,0.29411764705882354,-0.21728235294117645,0.5620450072324585,-7.08,-0.015496999999999999,17,ok
packet_b,segment_2023_h2,USD_JPY,4h,usd_jpy_4h,11,0.2727272727272727,0.13406363636363636,1.555882242074711,-2.0559999999999996,1.1029999999999998,11,ok
packet_b,segment_2023_h2,AUD_USD,4h,aud_usd_4h,15,0.3333333333333333,-0.14011333333333328,0.7458830072787948,-4.5624,-0.011304000000000002,15,ok
packet_b,segment_2023_h2,AUD_CHF,4h,aud_chf_4h,17,0.23529411764705882,-0.32192352941176466,0.3061904943013984,-5.500800000000001,-0.008407000000000001,17,ok
packet_b,segment_2023_h2,USD_CAD,4h,usd_cad_4h,21,0.3333333333333333,-0.003828571428571451,0.9907663684494621,-4.702500000000001,-0.0022550000000000014,21,ok
packet_b,segment_2023_h2,USD_CHF,4h,usd_chf_4h,17,0.29411764705882354,0.3825,2.06671806817809,-2.8665000000000007,0.009726999999999998,17,ok
packet_b,segment_2023_h2,NZD_USD,4h,nzd_usd_4h,17,0.4117647058823529,0.046629411764705864,1.1423977868793562,-2.0,-0.0002500000000000002,17,ok
packet_b,segment_2023_h2,EUR_GBP,4h,eur_gbp_4h,24,0.2916666666666667,-0.030266666666666654,0.8897338980220716,-4.7,9.999999999998725e-06,24,ok
packet_b,segment_2023_h2,EUR_JPY,4h,eur_jpy_4h,13,0.38461538461538464,0.0464,1.2121926337636753,-2.4654,1.5064480000000002,13,ok
packet_b,segment_2023_h2,GBP_JPY,4h,gbp_jpy_4h,20,0.3,-0.11028000000000002,0.6913777180757282,-5.1356,0.21970699999999965,20,ok
packet_b,segment_2023_h2,BTC_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_b,segment_2023_h2,ETH_USD,4h,eth_usd_4h,8,0.125,-0.6086,0.22352640979841795,-4.2704,-119.20927900000001,8,ok
packet_b,segment_2023_h2,LTC_USD,4h,ltc_usd_4h,24,0.3333333333333333,-0.10518333333333334,0.7627822622325381,-3.659,-1.7661120000000006,24,ok
packet_b,segment_2023_h2,BCH_USD,4h,bch_usd_4h,19,0.2631578947368421,-0.07533684210526319,0.7933145621254784,-3.3724000000000003,-11.706798999999998,19,ok
packet_b,segment_2024_h1,WTICO_USD,4h,wtico_usd_4h,23,0.4782608695652174,-0.14043913043478262,0.5963031007461288,-5.2415,-2.867969,23,ok
packet_b,segment_2024_h1,BCO_USD,4h,bco_usd_4h,21,0.3333333333333333,-0.2387476190476191,0.2904170853560156,-6.7501,-4.926894,21,ok
packet_b,segment_2024_h1,XAG_USD,4h,xag_usd_4h,25,0.36,0.2668360000000001,1.7247197114548931,-2.8655999999999997,2.7097350000000007,25,ok
packet_b,segment_2024_h1,XAU_USD,4h,xau_usd_4h,8,0.375,0.740175,2.286254235815449,-2.0,41.594060999999996,8,ok
packet_b,segment_2024_h1,UK100_GBP,4h,uk100_gbp_4h,4,0.5,0.9541999999999999,3.2404320262972526,-0.7035999999999998,45.269952,4,ok
packet_b,segment_2024_h1,NAS100_USD,4h,,0,0.0,0.0,0.0,0.0,0.0,0,ok
packet_b,segment_2024_h1,US30_USD,4h,us30_usd_4h,3,0.3333333333333333,0.4522666666666666,1.6784,-2.0,369.14650600000004,3,ok
packet_b,segment_2024_h1,SPX500_USD,4h,spx500_usd_4h,5,0.4,-0.3757,0.3738333333333334,-3.0,-14.693127,5,ok
packet_b,segment_2024_h1,FR40_EUR,4h,fr40_eur_4h,3,0.0,-1.0,0.0,-2.0,-57.025428,3,ok
packet_b,segment_2024_h1,JP225_USD,4h,jp225_usd_4h,1,0.0,-1.0,0.0,0.0,-317.031039,1,ok
