symbol,parameter_set_id,year,bar_timeframe,trades_per_year,win_rate_pct,profit_factor,max_drawdown_R,avg_R_per_trade,total_R,positive_year
US30_USD,idx_tighter_stop_off,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_tighter_stop_off,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_tighter_stop_off,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_tighter_stop_on,2023,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_tighter_stop_on,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_tighter_stop_on,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_tighter_stop_on,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_off,2023,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_off,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_off,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_off,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_on,2023,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_on,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_on,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,idx_wider_stop_on,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
WTICO_USD,met_balanced_off,2023,M15,2,50.0,0.2793103448275976,-1.0,-0.30000000000000004,-0.6000000000000001,False
WTICO_USD,met_balanced_off,2024,M15,2,100.0,,0.0,0.4,0.8,True
WTICO_USD,met_balanced_off,2025,M15,3,66.67,0.7551867219916996,0.0,-0.06666666666666665,-0.19999999999999996,False
WTICO_USD,met_balanced_off,2026,M15,1,0.0,0.0,0.0,-0.5699088145896646,-0.5699088145896646,False
WTICO_USD,met_balanced_on,2023,M15,2,50.0,0.2793103448275976,-1.0,-0.30000000000000004,-0.6000000000000001,False
WTICO_USD,met_balanced_on,2024,M15,2,100.0,,0.0,0.4,0.8,True
WTICO_USD,met_balanced_on,2025,M15,3,66.67,0.7551867219916996,0.0,-0.06666666666666665,-0.19999999999999996,False
WTICO_USD,met_balanced_on,2026,M15,1,0.0,0.0,0.0,-0.5699088145896646,-0.5699088145896646,False
WTICO_USD,met_buffered_off,2023,M15,1,0.0,0.0,0.0,-1.0,-1.0,False
WTICO_USD,met_buffered_off,2024,M15,2,50.0,0.9124137931034589,0.0,-0.09166666666666068,-0.18333333333332136,False
WTICO_USD,met_buffered_off,2025,M15,3,66.67,0.8187500000000071,0.0,-0.03460410557184462,-0.10381231671553387,False
