symbol,parameter_set_id,year,bar_timeframe,trades_per_year,win_rate_pct,profit_factor,max_drawdown_R,avg_R_per_trade,total_R,positive_year
NAS100_USD,flow_open_1000_fast_off,2024,M5,37,32.43,0.4845157552424001,-10.725934939143489,-0.2678433501012315,-9.910203953745565,False
NAS100_USD,flow_open_1000_fast_off,2025,M5,34,41.18,0.4964038573532896,-6.861318587472914,-0.1726269935139328,-5.869317779473715,False
NAS100_USD,flow_open_1000_fast_off,2026,M5,3,66.67,1.6214173228346664,0.0,0.36377806298012,1.09133418894036,True
NAS100_USD,flow_open_1000_fast_on,2023,M5,0,0.0,0.0,0.0,0.0,0.0,False
NAS100_USD,flow_open_1000_fast_on,2024,M5,0,0.0,0.0,0.0,0.0,0.0,False
NAS100_USD,flow_open_1000_fast_on,2025,M5,0,0.0,0.0,0.0,0.0,0.0,False
NAS100_USD,flow_open_1000_fast_on,2026,M5,0,0.0,0.0,0.0,0.0,0.0,False
US30_USD,flow_open_0930_bal_off,2023,M5,8,0.0,0.0,-5.1269104403594925,-0.7191866238080815,-5.753492990464652,False
US30_USD,flow_open_0930_bal_off,2024,M5,10,10.0,0.06451249372743845,-4.524495600791026,-0.49148178067029,-4.9148178067029,False
US30_USD,flow_open_0930_bal_off,2025,M5,8,0.0,0.0,-4.045162032372492,-0.5821989637223421,-4.657591709778737,False
US30_USD,flow_open_0930_bal_off,2026,M5,3,0.0,0.0,-1.2356640846897586,-0.4927407847184188,-1.4782223541552564,False
US30_USD,flow_open_0930_bal_on,2023,M5,7,0.0,0.0,-4.555535569576663,-0.7403025885259746,-5.182118119681823,False
US30_USD,flow_open_0930_bal_on,2024,M5,8,12.5,0.0877433784772707,-3.366208748316409,-0.46956636927853546,-3.7565309542282836,False
US30_USD,flow_open_0930_bal_on,2025,M5,7,0.0,0.0,-3.6454614596308375,-0.608270162433869,-4.257891137037083,False
US30_USD,flow_open_0930_bal_on,2026,M5,2,0.0,0.0,-0.7086469616302467,-0.4756026155478722,-0.9512052310957444,False
US30_USD,flow_open_0930_fast_off,2023,M5,22,27.27,0.4621439890591758,-9.288140044640178,-0.3812790929381899,-8.388140044640178,False
US30_USD,flow_open_0930_fast_off,2024,M5,34,47.06,0.8832204826187168,-4.236003855650138,-0.09811776046029795,-3.33600385565013,False
US30_USD,flow_open_0930_fast_off,2025,M5,32,43.75,0.8181420571895432,-4.487367687254653,-0.07569309330566405,-2.4221789857812497,False
US30_USD,flow_open_0930_fast_off,2026,M5,8,50.0,1.0194344957587103,-1.8420769431583792,-0.0035981433361274157,-0.028785146689019325,False
US30_USD,flow_open_0930_fast_on,2023,M5,17,23.53,0.3940228517678396,-8.715917037822155,-0.4597598257542444,-7.815917037822155,False
US30_USD,flow_open_0930_fast_on,2024,M5,26,50.0,1.1274446366154285,-2.2671530035480756,-0.039263567911877933,-1.0208527657088262,False
US30_USD,flow_open_0930_fast_on,2025,M5,23,43.48,1.0316499867246498,-3.5628024054820444,-0.044247272757584194,-1.0176872734244364,False
US30_USD,flow_open_0930_fast_on,2026,M5,4,50.0,1.3053697617091087,-1.4511974643310175,0.08720063391724531,0.34880253566898123,True
US30_USD,flow_open_0935_bal_off,2023,M5,7,0.0,0.0,-4.1269104403594925,-0.679070427209236,-4.753492990464652,False
US30_USD,flow_open_0935_bal_off,2024,M5,9,11.11,0.0759562366976752,-3.8801184387833834,-0.4921890382904199,-4.429701344613779,False
US30_USD,flow_open_0935_bal_off,2025,M5,7,0.0,0.0,-3.536938916537644,-0.5927669419919842,-4.14936859394389,False
US30_USD,flow_open_0935_bal_off,2026,M5,3,0.0,0.0,-1.2356640846897586,-0.4927407847184188,-1.4782223541552564,False
US30_USD,flow_open_0935_bal_on,2023,M5,6,0.0,0.0,-3.555535569576663,-0.6970196866136371,-4.182118119681823,False
US30_USD,flow_open_0935_bal_on,2024,M5,7,14.29,0.11035732384605951,-2.7384061159025155,-0.46734492744845185,-3.271414492139163,False
US30_USD,flow_open_0935_bal_on,2025,M5,6,0.0,0.0,-3.1372383437959903,-0.6249446702003726,-3.7496680212022357,False
US30_USD,flow_open_0935_bal_on,2026,M5,2,0.0,0.0,-0.7086469616302467,-0.4756026155478722,-0.9512052310957444,False
US30_USD,flow_open_0935_fast_off,2023,M5,20,25.0,0.4758844752594104,-8.588140044640198,-0.3844070022320099,-7.688140044640198,False
US30_USD,flow_open_0935_fast_off,2024,M5,34,50.0,0.9553332246583531,-3.9666030859195156,-0.05830887472645944,-1.9825017406996208,False
US30_USD,flow_open_0935_fast_off,2025,M5,33,48.48,0.9090758762774602,-4.487367687254652,-0.04191845432942251,-1.3833089928709428,False
US30_USD,flow_open_0935_fast_off,2026,M5,8,50.0,0.8548727615457021,-1.8420769431583792,-0.003598143336129331,-0.028785146689034646,False
US30_USD,flow_open_0935_fast_on,2023,M5,15,20.0,0.40443777212935467,-8.015917037822176,-0.47439446918814504,-7.115917037822175,False
US30_USD,flow_open_0935_fast_on,2024,M5,26,53.85,1.252322334526279,-2.0,0.012794205740064726,0.3326493492416829,True
US30_USD,flow_open_0935_fast_on,2025,M5,24,50.0,1.1855602881631844,-3.562802405482044,0.0008826133119113067,0.02118271948587136,True
US30_USD,flow_open_0935_fast_on,2026,M5,4,50.0,1.0184346754313747,-1.4511974643310175,0.08720063391724148,0.3488025356689659,True
US30_USD,flow_open_0945_bal_off,2023,M5,6,0.0,0.0,-3.7450570414953317,-0.6878184067265821,-4.1269104403594925,False
US30_USD,flow_open_0945_bal_off,2024,M5,6,16.67,0.12144404989528844,-1.7396424151478669,-0.396027798331668,-2.376166789990008,False
US30_USD,flow_open_0945_bal_off,2025,M5,4,0.0,0.0,-1.557067675430409,-0.5423743382091636,-2.1694973528366543,False
US30_USD,flow_open_0945_bal_off,2026,M5,3,0.0,0.0,-1.2356640846897586,-0.6437999240445292,-1.9313997721335878,False
US30_USD,flow_open_0945_bal_on,2023,M5,5,0.0,0.0,-3.173682170712502,-0.7111071139153325,-3.5555355695766626,False
US30_USD,flow_open_0945_bal_on,2024,M5,4,25.0,0.242116536576497,-0.9813555626732507,-0.304469984378848,-1.217879937515392,False
US30_USD,flow_open_0945_bal_on,2025,M5,3,0.0,0.0,-1.1573671026887549,-0.5899322600316668,-1.7697967800950003,False
US30_USD,flow_open_0945_bal_on,2026,M5,2,0.0,0.0,-0.7086469616302468,-0.7021913245370379,-1.4043826490740758,False
US30_USD,flow_open_0945_fast_off,2023,M5,16,31.25,0.6283287709693286,-6.158950014004343,-0.32868437587527144,-5.258950014004343,False
US30_USD,flow_open_0945_fast_off,2024,M5,24,45.83,0.8990297219339051,-2.6769703158302143,-0.0873045353966183,-2.095308849518839,False
US30_USD,flow_open_0945_fast_off,2025,M5,24,54.17,1.0615515916542881,-2.855068569018565,0.05006215351105064,1.2014916842652152,True
US30_USD,flow_open_0945_fast_off,2026,M5,7,42.86,0.5943944392082853,-2.0781224857562366,-0.16640438418384004,-1.1648306892868803,False
US30_USD,flow_open_0945_fast_on,2023,M5,11,27.27,0.5915668093468892,-5.586727007186321,-0.4260660915623928,-4.68672700718632,False
US30_USD,flow_open_0945_fast_on,2024,M5,15,53.33,1.600582435703991,-2.0,0.07362026998033372,1.1043040497050058,True
US30_USD,flow_open_0945_fast_on,2025,M5,14,64.29,2.1181372757870944,-1.7701472765526196,0.23496246133299986,3.289474458661998,True
