timestamp,open,high,low,close,volume
2020-01-01 22:00:00+00:00,0.67893,0.67954,0.67729,0.67908,1190.0
2020-01-02 02:00:00+00:00,0.67904,0.67967,0.67856,0.67934,893.0
2020-01-02 06:00:00+00:00,0.67932,0.67944,0.67777,0.67844,1535.0
2020-01-02 10:00:00+00:00,0.67848,0.67927,0.67761,0.67888,1786.0
2020-01-02 14:00:00+00:00,0.67886,0.67948,0.67802,0.67942,2671.0
2020-01-02 18:00:00+00:00,0.6794,0.67942,0.67842,0.67908,1017.0
2020-01-02 22:00:00+00:00,0.67922,0.67958,0.6765,0.67657,1031.0
2020-01-03 02:00:00+00:00,0.6766,0.67693,0.675,0.6757,1825.0
2020-01-03 06:00:00+00:00,0.67568,0.67656,0.67464,0.67528,2695.0
2020-01-03 10:00:00+00:00,0.67525,0.67659,0.67464,0.67583,1934.0
2020-01-03 14:00:00+00:00,0.67581,0.67668,0.67498,0.67596,3012.0
2020-01-03 18:00:00+00:00,0.67592,0.67658,0.67528,0.67572,1235.0
2020-01-05 22:00:00+00:00,0.67372,0.67574,0.67332,0.674,2306.0
2020-01-06 02:00:00+00:00,0.67397,0.67472,0.67376,0.6738,961.0
2020-01-06 06:00:00+00:00,0.67378,0.67524,0.67324,0.67395,1991.0
2020-01-06 10:00:00+00:00,0.67392,0.67432,0.67279,0.67335,1766.0
2020-01-06 14:00:00+00:00,0.67333,0.67346,0.67092,0.67152,2191.0
2020-01-06 18:00:00+00:00,0.67149,0.67238,0.67141,0.67177,657.0
2020-01-06 22:00:00+00:00,0.67199,0.67223,0.67112,0.67167,1345.0
2020-01-07 02:00:00+00:00,0.67162,0.6725,0.67014,0.6702,885.0
2020-01-07 06:00:00+00:00,0.67017,0.67116,0.66824,0.6693,2944.0
2020-01-07 10:00:00+00:00,0.66928,0.66947,0.66676,0.66704,2515.0
2020-01-07 14:00:00+00:00,0.66706,0.6684,0.66588,0.66668,2784.0
2020-01-07 18:00:00+00:00,0.6667,0.66718,0.66557,0.66656,799.0
2020-01-07 22:00:00+00:00,0.6665,0.66705,0.66219,0.66519,5104.0
2020-01-08 02:00:00+00:00,0.66517,0.66772,0.66511,0.66652,3424.0
2020-01-08 06:00:00+00:00,0.66654,0.66836,0.6665,0.66756,3082.0
2020-01-08 10:00:00+00:00,0.6676,0.66824,0.66574,0.66628,2863.0
2020-01-08 14:00:00+00:00,0.66624,0.66956,0.66421,0.66924,3529.0
2020-01-08 18:00:00+00:00,0.66922,0.66953,0.66801,0.6686,1121.0
2020-01-08 22:00:00+00:00,0.66852,0.67003,0.66816,0.66959,1163.0
2020-01-09 02:00:00+00:00,0.66962,0.6698,0.66888,0.6696,823.0
2020-01-09 06:00:00+00:00,0.66956,0.67014,0.66777,0.66811,1933.0
2020-01-09 10:00:00+00:00,0.66808,0.66864,0.66677,0.66722,2065.0
2020-01-09 14:00:00+00:00,0.66725,0.6675,0.66592,0.66644,1950.0
2020-01-09 18:00:00+00:00,0.66647,0.66759,0.66616,0.66754,792.0
2020-01-09 22:00:00+00:00,0.66752,0.66884,0.66676,0.66734,1316.0
2020-01-10 02:00:00+00:00,0.66738,0.6694,0.66721,0.6692,726.0
2020-01-10 06:00:00+00:00,0.66918,0.67033,0.66875,0.67022,1426.0
2020-01-10 10:00:00+00:00,0.67024,0.67188,0.67001,0.67114,2134.0
2020-01-10 14:00:00+00:00,0.67111,0.67225,0.67051,0.67168,2704.0
2020-01-10 18:00:00+00:00,0.6717,0.67238,0.6711,0.67126,758.0
2020-01-12 22:00:00+00:00,0.67167,0.67298,0.67104,0.67278,803.0
2020-01-13 02:00:00+00:00,0.67274,0.67314,0.67237,0.673,619.0
2020-01-13 06:00:00+00:00,0.67302,0.67346,0.67164,0.67176,1718.0
2020-01-13 10:00:00+00:00,0.67178,0.67178,0.67048,0.67126,1359.0
2020-01-13 14:00:00+00:00,0.6712,0.6713,0.66964,0.67048,2064.0
2020-01-13 18:00:00+00:00,0.67052,0.67086,0.67011,0.6702,617.0
2020-01-13 22:00:00+00:00,0.67016,0.67056,0.66873,0.66904,1248.0
2020-01-14 02:00:00+00:00,0.66906,0.67057,0.66883,0.66972,869.0
2020-01-14 06:00:00+00:00,0.66969,0.67055,0.66759,0.6691,1809.0
2020-01-14 10:00:00+00:00,0.66912,0.66948,0.66708,0.66944,2321.0
2020-01-14 14:00:00+00:00,0.66942,0.67022,0.66782,0.6684,1933.0
2020-01-14 18:00:00+00:00,0.66836,0.66842,0.66679,0.66777,1165.0
2020-01-14 22:00:00+00:00,0.66772,0.66804,0.66662,0.66721,942.0
2020-01-15 02:00:00+00:00,0.66723,0.66746,0.66674,0.66722,748.0
2020-01-15 06:00:00+00:00,0.66719,0.66768,0.66508,0.66556,1548.0
2020-01-15 10:00:00+00:00,0.66552,0.66588,0.66325,0.6636,2027.0
2020-01-15 14:00:00+00:00,0.66362,0.66639,0.66359,0.6658,2388.0
2020-01-15 18:00:00+00:00,0.66578,0.66604,0.6648,0.66578,736.0
2020-01-15 22:00:00+00:00,0.6657,0.66684,0.66522,0.66636,765.0
2020-01-16 02:00:00+00:00,0.6664,0.66652,0.66566,0.66616,468.0
2020-01-16 06:00:00+00:00,0.66612,0.66658,0.66519,0.6665,1503.0
2020-01-16 10:00:00+00:00,0.66652,0.66728,0.66596,0.66712,1701.0
2020-01-16 14:00:00+00:00,0.66708,0.6677,0.66455,0.66504,2662.0
2020-01-16 18:00:00+00:00,0.66506,0.66583,0.66466,0.66558,683.0
2020-01-16 22:00:00+00:00,0.66566,0.66582,0.66428,0.66522,714.0
2020-01-17 02:00:00+00:00,0.66528,0.66598,0.6652,0.66573,767.0
2020-01-17 06:00:00+00:00,0.66569,0.66732,0.66553,0.66699,1332.0
2020-01-17 10:00:00+00:00,0.66702,0.66742,0.66574,0.66732,1953.0
2020-01-17 14:00:00+00:00,0.6673,0.6674,0.66532,0.66583,1991.0
2020-01-17 18:00:00+00:00,0.66586,0.66606,0.66488,0.6653,521.0
2020-01-19 22:00:00+00:00,0.66522,0.66644,0.6648,0.66607,789.0
2020-01-20 02:00:00+00:00,0.66609,0.66676,0.6658,0.66676,563.0
2020-01-20 06:00:00+00:00,0.66673,0.66696,0.66511,0.66512,1103.0
2020-01-20 10:00:00+00:00,0.66516,0.66547,0.6644,0.66474,879.0
2020-01-20 14:00:00+00:00,0.66478,0.66596,0.66436,0.6658,867.0
2020-01-20 18:00:00+00:00,0.66578,0.66586,0.66521,0.66545,618.0
2020-01-20 22:00:00+00:00,0.66539,0.66642,0.66364,0.66397,1169.0
2020-01-21 02:00:00+00:00,0.664,0.66461,0.6631,0.664,922.0
2020-01-21 06:00:00+00:00,0.66403,0.66464,0.66244,0.6637,1808.0
2020-01-21 10:00:00+00:00,0.66366,0.66476,0.66308,0.66402,1741.0
2020-01-21 14:00:00+00:00,0.66404,0.66463,0.66313,0.66344,1698.0
2020-01-21 18:00:00+00:00,0.66342,0.66372,0.66236,0.66307,1036.0
2020-01-21 22:00:00+00:00,0.66311,0.6635,0.66184,0.6624,968.0
2020-01-22 02:00:00+00:00,0.66236,0.66398,0.66236,0.66349,940.0
