trade_number,timestamp,setup_id,symbol,asset_class,timeframe,side,scenario,outcome,realized_r,ladder_step_at_entry,risk_pct_at_entry,risk_dollars_at_entry,equity_before,pnl_dollars,equity_after,next_ladder_step,next_risk_pct
95,2026-04-07T20:20:00+00:00,cwt-eur_usd-5m-scenario1-long-202604072020,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.01,94306.44,66.01,94372.46,1,0.07
96,2026-04-07T20:30:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604072030,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,66.06,94372.46,66.06,94438.52,1,0.07
97,2026-04-07T21:30:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604072130,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,66.11,94438.52,66.11,94504.62,1,0.07
98,2026-04-07T21:35:00+00:00,cwt-eur_usd-5m-scenario1-long-202604072135,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.15,94504.62,66.15,94570.78,1,0.07
99,2026-04-07T21:45:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604072145,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,66.2,94570.78,66.2,94636.98,1,0.07
100,2026-04-07T22:15:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604072215,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,66.25,94636.98,66.25,94703.22,1,0.07
101,2026-04-07T22:25:00+00:00,cwt-aud_usd-5m-scenario1-long-202604072225,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,66.29,94703.22,-66.29,94636.93,2,0.2
102,2026-04-07T22:40:00+00:00,cwt-aud_usd-5m-scenario1-long-202604072240,AUD_USD,forex,5m,long,scenario1,tp_hit,1.0,2,0.2,189.27,94636.93,189.27,94826.2,1,0.07
103,2026-04-07T22:40:00+00:00,cwt-eur_usd-5m-scenario1-long-202604072240,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.38,94826.2,66.38,94892.58,1,0.07
104,2026-04-07T22:45:00+00:00,cwt-aud_usd-5m-scenario1-long-202604072245,AUD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.42,94892.58,66.42,94959.01,1,0.07
105,2026-04-07T22:45:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604072245,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,66.47,94959.01,66.47,95025.48,1,0.07
106,2026-04-07T22:55:00+00:00,cwt-eur_usd-5m-scenario1-long-202604072255,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.52,95025.48,66.52,95092.0,1,0.07
107,2026-04-08T00:00:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604080000,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,66.56,95092.0,66.56,95158.56,1,0.07
108,2026-04-08T01:25:00+00:00,cwt-eur_usd-5m-scenario1-long-202604080125,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.61,95158.56,66.61,95225.17,1,0.07
109,2026-04-08T01:30:00+00:00,cwt-eur_usd-5m-scenario1-long-202604080130,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,66.66,95225.17,-66.66,95158.51,2,0.2
110,2026-04-08T01:50:00+00:00,cwt-aud_usd-5m-scenario1-long-202604080150,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,66.61,95158.51,-66.61,95091.9,2,0.2
111,2026-04-08T02:05:00+00:00,cwt-nas100_usd-5m-scenario1-long-202604080205,NAS100_USD,index,5m,long,scenario1,tp_hit,1.0,4,1.0,950.92,95091.9,950.92,96042.82,1,0.07
112,2026-04-08T02:05:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080205,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,4,1.0,960.43,96042.82,960.43,97003.25,1,0.07
113,2026-04-08T02:05:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080205,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,2,0.2,194.01,97003.25,194.01,97197.26,1,0.07
114,2026-04-08T02:15:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080215,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,1,0.07,68.04,97197.26,68.04,97265.3,1,0.07
115,2026-04-08T02:35:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080235,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,1,0.07,68.09,97265.3,68.09,97333.38,1,0.07
116,2026-04-08T02:40:00+00:00,cwt-nas100_usd-5m-scenario1-long-202604080240,NAS100_USD,index,5m,long,scenario1,tp_hit,1.0,1,0.07,68.13,97333.38,68.13,97401.51,1,0.07
117,2026-04-08T02:40:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080240,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,1,0.07,68.18,97401.51,68.18,97469.7,1,0.07
118,2026-04-08T03:45:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080345,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,68.23,97469.7,68.23,97537.92,1,0.07
119,2026-04-08T03:45:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604080345,USD_JPY,forex,5m,short,scenario1,tp_hit,1.0,3,0.45,438.92,97537.92,438.92,97976.84,1,0.07
120,2026-04-08T03:55:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080355,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,68.58,97976.84,68.58,98045.43,1,0.07
121,2026-04-08T04:05:00+00:00,cwt-aud_usd-5m-scenario2-long-202604080405,AUD_USD,forex,5m,long,scenario2,tp_hit,1.0,2,0.2,196.09,98045.43,196.09,98241.52,1,0.07
122,2026-04-08T04:05:00+00:00,cwt-eur_usd-5m-scenario2-long-202604080405,EUR_USD,forex,5m,long,scenario2,tp_hit,1.0,2,0.2,196.48,98241.52,196.48,98438.0,1,0.07
123,2026-04-08T04:05:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080405,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,68.91,98438.0,68.91,98506.91,1,0.07
124,2026-04-08T04:15:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080415,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,68.95,98506.91,68.95,98575.86,1,0.07
125,2026-04-08T04:15:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080415,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,1,0.07,69.0,98575.86,69.0,98644.87,1,0.07
126,2026-04-08T04:35:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080435,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,69.05,98644.87,69.05,98713.92,1,0.07
127,2026-04-08T04:35:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080435,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,1,0.07,69.1,98713.92,69.1,98783.02,1,0.07
128,2026-04-08T05:10:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604080510,USD_JPY,forex,5m,short,scenario1,tp_hit,1.0,1,0.07,69.15,98783.02,69.15,98852.17,1,0.07
129,2026-04-08T05:25:00+00:00,cwt-aud_usd-5m-scenario1-long-202604080525,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,69.2,98852.17,-69.2,98782.97,2,0.2
130,2026-04-08T05:25:00+00:00,cwt-eur_usd-5m-scenario1-long-202604080525,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,69.15,98782.97,69.15,98852.12,1,0.07
131,2026-04-08T05:25:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604080525,USD_JPY,forex,5m,short,scenario1,tp_hit,1.0,1,0.07,69.2,98852.12,69.2,98921.31,1,0.07
132,2026-04-08T05:35:00+00:00,cwt-aud_usd-5m-scenario1-long-202604080535,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,197.84,98921.31,-197.84,98723.47,3,0.45
133,2026-04-08T05:35:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080535,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,1,0.07,69.11,98723.47,-69.11,98654.37,2,0.2
134,2026-04-08T05:45:00+00:00,cwt-eur_usd-5m-scenario1-long-202604080545,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,69.06,98654.37,69.06,98723.42,1,0.07
135,2026-04-08T05:50:00+00:00,cwt-aud_usd-5m-scenario1-long-202604080550,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,3,0.45,444.26,98723.42,-444.26,98279.17,4,1.0
136,2026-04-08T05:50:00+00:00,cwt-eur_usd-5m-scenario1-long-202604080550,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,68.8,98279.17,-68.8,98210.37,2,0.2
137,2026-04-08T05:50:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080550,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,68.75,98210.37,-68.75,98141.63,2,0.2
138,2026-04-08T05:55:00+00:00,cwt-aud_usd-5m-scenario1-long-202604080555,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,981.42,98141.63,-981.42,97160.21,4,1.0
139,2026-04-08T05:55:00+00:00,cwt-nas100_usd-5m-scenario1-long-202604080555,NAS100_USD,index,5m,long,scenario1,sl_hit,-1.0,1,0.07,68.01,97160.21,-68.01,97092.2,2,0.2
140,2026-04-08T05:55:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080555,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,2,0.2,194.18,97092.2,-194.18,96898.01,3,0.45
141,2026-04-08T05:55:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604080555,USD_JPY,forex,5m,short,scenario1,sl_hit,-1.0,1,0.07,67.83,96898.01,-67.83,96830.18,2,0.2
142,2026-04-08T06:15:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604080615,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,3,0.45,435.74,96830.18,-435.74,96394.45,4,1.0
143,2026-04-08T06:30:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604080630,USD_JPY,forex,5m,short,scenario1,sl_hit,-1.0,2,0.2,192.79,96394.45,-192.79,96201.66,3,0.45
144,2026-04-08T06:35:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604080635,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,192.4,96201.66,-192.4,96009.26,3,0.45
145,2026-04-08T06:40:00+00:00,cwt-eur_usd-5m-scenario1-long-202604080640,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,192.02,96009.26,-192.02,95817.24,3,0.45
146,2026-04-08T07:45:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604080745,USD_JPY,forex,5m,short,scenario1,sl_hit,-1.0,3,0.45,431.18,95817.24,-431.18,95386.06,4,1.0
147,2026-04-08T08:20:00+00:00,cwt-nas100_usd-5m-scenario2-long-202604080820,NAS100_USD,index,5m,long,scenario2,sl_hit,-1.0,2,0.2,190.77,95386.06,-190.77,95195.29,3,0.45
148,2026-04-08T08:35:00+00:00,cwt-spx500_usd-5m-scenario2-long-202604080835,SPX500_USD,index,5m,long,scenario2,sl_hit,-1.0,4,1.0,951.95,95195.29,-951.95,94243.33,4,1.0
149,2026-04-08T08:50:00+00:00,cwt-spx500_usd-5m-scenario2-long-202604080850,SPX500_USD,index,5m,long,scenario2,sl_hit,-1.0,4,1.0,942.43,94243.33,-942.43,93300.9,4,1.0
150,2026-04-08T09:15:00+00:00,cwt-nas100_usd-5m-scenario1-long-202604080915,NAS100_USD,index,5m,long,scenario1,sl_hit,-1.0,3,0.45,419.85,93300.9,-419.85,92881.05,4,1.0
151,2026-04-08T10:15:00+00:00,cwt-eur_usd-5m-scenario2-long-202604081015,EUR_USD,forex,5m,long,scenario2,tp_hit,1.0,3,0.45,417.96,92881.05,417.96,93299.01,1,0.07
152,2026-04-08T10:30:00+00:00,cwt-eur_usd-5m-scenario2-long-202604081030,EUR_USD,forex,5m,long,scenario2,tp_hit,1.0,1,0.07,65.31,93299.01,65.31,93364.32,1,0.07
153,2026-04-08T10:45:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604081045,NZD_USD,forex,5m,long,scenario2,tp_hit,1.0,3,0.45,420.14,93364.32,420.14,93784.46,1,0.07
154,2026-04-08T10:55:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604081055,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,937.84,93784.46,-937.84,92846.62,4,1.0
155,2026-04-08T11:00:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604081100,GBP_JPY,forex_cross,15m,long,scenario1,sl_hit,-1.0,1,0.07,64.99,92846.62,-64.99,92781.62,2,0.2
156,2026-04-08T11:10:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081110,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.95,92781.62,64.95,92846.57,1,0.07
157,2026-04-08T11:10:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081110,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,2,0.2,185.69,92846.57,-185.69,92660.88,3,0.45
158,2026-04-08T11:15:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081115,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.86,92660.88,64.86,92725.74,1,0.07
159,2026-04-08T11:15:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604081115,GBP_JPY,forex_cross,15m,long,scenario1,sl_hit,-1.0,2,0.2,185.45,92725.74,-185.45,92540.29,3,0.45
160,2026-04-08T11:20:00+00:00,cwt-aud_usd-5m-scenario2-long-202604081120,AUD_USD,forex,5m,long,scenario2,tp_hit,1.0,4,1.0,925.4,92540.29,925.4,93465.69,1,0.07
161,2026-04-08T11:20:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081120,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,65.43,93465.69,65.43,93531.12,1,0.07
162,2026-04-08T11:20:00+00:00,cwt-usd_jpy-5m-scenario2-short-202604081120,USD_JPY,forex,5m,short,scenario2,tp_hit,1.0,4,1.0,935.31,93531.12,935.31,94466.43,1,0.07
163,2026-04-08T11:25:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081125,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,66.13,94466.43,66.13,94532.56,1,0.07
164,2026-04-08T11:30:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081130,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,66.17,94532.56,-66.17,94466.38,2,0.2
165,2026-04-08T11:30:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604081130,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,944.66,94466.38,-944.66,93521.72,4,1.0
166,2026-04-08T11:45:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081145,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,3,0.45,420.85,93521.72,-420.85,93100.87,4,1.0
167,2026-04-08T11:50:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081150,EUR_USD,forex,5m,long,scenario1,tp_hit,1.0,2,0.2,186.2,93100.87,186.2,93287.07,1,0.07
168,2026-04-08T11:50:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081150,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,65.3,93287.07,65.3,93352.37,1,0.07
169,2026-04-08T11:50:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081150,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,933.52,93352.37,-933.52,92418.85,4,1.0
170,2026-04-08T12:05:00+00:00,cwt-aud_usd-5m-scenario1-long-202604081205,AUD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.69,92418.85,64.69,92483.54,1,0.07
171,2026-04-08T12:05:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081205,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.74,92483.54,64.74,92548.28,1,0.07
172,2026-04-08T12:05:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604081205,USD_JPY,forex,5m,short,scenario1,tp_hit,1.0,1,0.07,64.78,92548.28,64.78,92613.07,1,0.07
173,2026-04-08T12:10:00+00:00,cwt-aud_usd-5m-scenario1-long-202604081210,AUD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.83,92613.07,64.83,92677.89,1,0.07
174,2026-04-08T12:10:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081210,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,64.87,92677.89,-64.87,92613.02,2,0.2
175,2026-04-08T12:10:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081210,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.83,92613.02,64.83,92677.85,1,0.07
176,2026-04-08T12:10:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604081210,USD_JPY,forex,5m,short,scenario1,tp_hit,1.0,1,0.07,64.87,92677.85,64.87,92742.72,1,0.07
177,2026-04-08T12:15:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081215,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.92,92742.72,64.92,92807.64,1,0.07
178,2026-04-08T12:15:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604081215,USD_JPY,forex,5m,short,scenario1,sl_hit,-1.0,1,0.07,64.97,92807.64,-64.97,92742.68,2,0.2
179,2026-04-08T12:35:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081235,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,64.92,92742.68,64.92,92807.6,1,0.07
180,2026-04-08T12:45:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081245,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,64.97,92807.6,-64.97,92742.63,2,0.2
181,2026-04-08T12:50:00+00:00,cwt-eur_usd-5m-scenario1-long-202604081250,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,185.49,92742.63,-185.49,92557.15,3,0.45
182,2026-04-08T12:50:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081250,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,185.11,92557.15,-185.11,92372.03,3,0.45
183,2026-04-08T12:50:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081250,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,923.72,92372.03,-923.72,91448.31,4,1.0
184,2026-04-08T12:55:00+00:00,cwt-aud_usd-5m-scenario1-long-202604081255,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,64.01,91448.31,-64.01,91384.3,2,0.2
185,2026-04-08T12:55:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081255,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,3,0.45,411.23,91384.3,-411.23,90973.07,4,1.0
186,2026-04-08T13:05:00+00:00,cwt-usd_jpy-5m-scenario1-short-202604081305,USD_JPY,forex,5m,short,scenario1,sl_hit,-1.0,2,0.2,181.95,90973.07,-181.95,90791.12,3,0.45
187,2026-04-08T13:10:00+00:00,cwt-aud_usd-5m-scenario1-long-202604081310,AUD_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,181.58,90791.12,-181.58,90609.54,3,0.45
188,2026-04-08T13:10:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604081310,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,906.1,90609.54,-906.1,89703.45,4,1.0
189,2026-04-08T15:00:00+00:00,cwt-aud_usd-5m-scenario2-long-202604081500,AUD_USD,forex,5m,long,scenario2,sl_hit,-1.0,3,0.45,403.67,89703.45,-403.67,89299.78,4,1.0
190,2026-04-08T15:20:00+00:00,cwt-aud_usd-5m-scenario2-long-202604081520,AUD_USD,forex,5m,long,scenario2,sl_hit,-1.0,4,1.0,893.0,89299.78,-893.0,88406.78,4,1.0
191,2026-04-08T15:40:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604081540,NZD_USD,forex,5m,long,scenario2,sl_hit,-1.0,4,1.0,884.07,88406.78,-884.07,87522.71,4,1.0
192,2026-04-08T15:50:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604081550,NZD_USD,forex,5m,long,scenario2,sl_hit,-1.0,4,1.0,875.23,87522.71,-875.23,86647.49,4,1.0
193,2026-04-08T15:50:00+00:00,cwt-uk100_gbp-5m-scenario2-long-202604081550,UK100_GBP,index,5m,long,scenario2,sl_hit,-1.0,4,1.0,866.47,86647.49,-866.47,85781.01,4,1.0
194,2026-04-08T16:35:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604081635,SPX500_USD,index,5m,long,scenario1,tp_hit,1.0,4,1.0,857.81,85781.01,857.81,86638.82,1,0.07
195,2026-04-08T16:40:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604081640,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,1,0.07,60.65,86638.82,-60.65,86578.18,2,0.2
196,2026-04-08T16:45:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604081645,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,2,0.2,173.16,86578.18,-173.16,86405.02,3,0.45
197,2026-04-08T16:50:00+00:00,cwt-spx500_usd-5m-scenario1-long-202604081650,SPX500_USD,index,5m,long,scenario1,sl_hit,-1.0,3,0.45,388.82,86405.02,-388.82,86016.2,4,1.0
198,2026-04-08T16:50:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081650,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,860.16,86016.2,-860.16,85156.03,4,1.0
199,2026-04-08T17:00:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604081700,NZD_USD,forex,5m,long,scenario2,sl_hit,-1.0,4,1.0,851.56,85156.03,-851.56,84304.47,4,1.0
200,2026-04-08T17:15:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081715,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,843.04,84304.47,-843.04,83461.43,4,1.0
201,2026-04-08T17:20:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081720,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,834.61,83461.43,-834.61,82626.82,4,1.0
202,2026-04-08T17:55:00+00:00,cwt-uk100_gbp-5m-scenario1-long-202604081755,UK100_GBP,index,5m,long,scenario1,sl_hit,-1.0,4,1.0,826.27,82626.82,-826.27,81800.55,4,1.0
203,2026-04-08T19:35:00+00:00,cwt-uk100_gbp-5m-scenario2-long-202604081935,UK100_GBP,index,5m,long,scenario2,sl_hit,-1.0,4,1.0,818.01,81800.55,-818.01,80982.54,4,1.0
204,2026-04-08T19:50:00+00:00,cwt-spx500_usd-5m-scenario2-long-202604081950,SPX500_USD,index,5m,long,scenario2,tp_hit,1.0,4,1.0,809.83,80982.54,809.83,81792.37,1,0.07
205,2026-04-09T03:45:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090345,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,4,1.0,817.92,81792.37,817.92,82610.29,1,0.07
206,2026-04-09T03:55:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090355,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,57.83,82610.29,57.83,82668.12,1,0.07
207,2026-04-09T04:10:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090410,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,57.87,82668.12,-57.87,82610.25,2,0.2
208,2026-04-09T04:15:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090415,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,165.22,82610.25,-165.22,82445.03,3,0.45
209,2026-04-09T04:25:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090425,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,3,0.45,371.0,82445.03,-371.0,82074.03,4,1.0
210,2026-04-09T04:30:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090430,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,820.74,82074.03,-820.74,81253.29,4,1.0
211,2026-04-09T07:00:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604090700,NZD_USD,forex,5m,long,scenario2,tp_hit,1.0,4,1.0,812.53,81253.29,812.53,82065.82,1,0.07
212,2026-04-09T08:00:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604090800,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,3,0.45,369.3,82065.82,369.3,82435.12,1,0.07
213,2026-04-09T08:15:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604090815,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.7,82435.12,57.7,82492.82,1,0.07
214,2026-04-09T08:30:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604090830,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.74,82492.82,57.74,82550.57,1,0.07
215,2026-04-09T08:45:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604090845,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.79,82550.57,57.79,82608.35,1,0.07
216,2026-04-09T09:00:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604090900,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.83,82608.35,57.83,82666.18,1,0.07
217,2026-04-09T09:10:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604090910,NZD_USD,forex,5m,long,scenario2,tp_hit,1.0,1,0.07,57.87,82666.18,57.87,82724.04,1,0.07
218,2026-04-09T09:15:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604090915,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.91,82724.04,57.91,82781.95,1,0.07
219,2026-04-09T09:55:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604090955,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,57.95,82781.95,57.95,82839.9,1,0.07
220,2026-04-09T10:45:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604091045,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.99,82839.9,57.99,82897.89,1,0.07
221,2026-04-09T12:20:00+00:00,cwt-usd_jpy-5m-scenario2-long-202604091220,USD_JPY,forex,5m,long,scenario2,sl_hit,-1.0,3,0.45,373.04,82897.89,-373.04,82524.84,4,1.0
222,2026-04-09T13:20:00+00:00,cwt-eur_usd-5m-scenario1-long-202604091320,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,3,0.45,371.36,82524.84,-371.36,82153.48,4,1.0
223,2026-04-09T13:35:00+00:00,cwt-eur_usd-5m-scenario1-long-202604091335,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,821.53,82153.48,-821.53,81331.95,4,1.0
224,2026-04-09T13:40:00+00:00,cwt-eur_usd-5m-scenario1-long-202604091340,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,813.32,81331.95,-813.32,80518.63,4,1.0
