trade_number,timestamp,setup_id,symbol,asset_class,timeframe,side,scenario,outcome,realized_r,ladder_step_at_entry,risk_pct_at_entry,risk_dollars_at_entry,equity_before,pnl_dollars,equity_after,next_ladder_step,next_risk_pct
225,2026-04-09T13:40:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091340,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,56.36,80518.63,56.36,80574.99,1,0.07
226,2026-04-09T13:45:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091345,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,56.4,80574.99,56.4,80631.39,1,0.07
227,2026-04-09T13:55:00+00:00,cwt-usd_jpy-5m-scenario2-long-202604091355,USD_JPY,forex,5m,long,scenario2,tp_hit,1.0,4,1.0,806.31,80631.39,806.31,81437.71,1,0.07
228,2026-04-09T14:00:00+00:00,cwt-gbp_jpy-15m-scenario1-long-202604091400,GBP_JPY,forex_cross,15m,long,scenario1,tp_hit,1.0,1,0.07,57.01,81437.71,57.01,81494.71,1,0.07
229,2026-04-09T14:10:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091410,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,57.05,81494.71,57.05,81551.76,1,0.07
230,2026-04-09T14:15:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091415,NZD_USD,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,57.09,81551.76,57.09,81608.85,1,0.07
231,2026-04-09T14:35:00+00:00,cwt-usd_jpy-5m-scenario1-long-202604091435,USD_JPY,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,57.13,81608.85,-57.13,81551.72,2,0.2
232,2026-04-09T14:50:00+00:00,cwt-usd_jpy-5m-scenario1-long-202604091450,USD_JPY,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,163.1,81551.72,-163.1,81388.62,3,0.45
233,2026-04-09T14:55:00+00:00,cwt-usd_jpy-5m-scenario1-long-202604091455,USD_JPY,forex,5m,long,scenario1,sl_hit,-1.0,3,0.45,366.25,81388.62,-366.25,81022.37,4,1.0
234,2026-04-09T15:20:00+00:00,cwt-eur_usd-5m-scenario2-long-202604091520,EUR_USD,forex,5m,long,scenario2,tp_hit,1.0,4,1.0,810.22,81022.37,810.22,81832.59,1,0.07
235,2026-04-09T15:40:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091540,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,57.28,81832.59,-57.28,81775.31,2,0.2
236,2026-04-09T15:55:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091555,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,163.55,81775.31,-163.55,81611.76,3,0.45
237,2026-04-09T16:00:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091600,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,3,0.45,367.25,81611.76,-367.25,81244.51,4,1.0
238,2026-04-09T16:05:00+00:00,cwt-eur_usd-5m-scenario1-long-202604091605,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,1,0.07,56.87,81244.51,-56.87,81187.63,2,0.2
239,2026-04-09T16:05:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091605,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,811.88,81187.63,-811.88,80375.76,4,1.0
240,2026-04-09T16:20:00+00:00,cwt-nzd_usd-5m-scenario1-long-202604091620,NZD_USD,forex,5m,long,scenario1,sl_hit,-1.0,4,1.0,803.76,80375.76,-803.76,79572.0,4,1.0
241,2026-04-09T17:40:00+00:00,cwt-eur_usd-5m-scenario1-long-202604091740,EUR_USD,forex,5m,long,scenario1,sl_hit,-1.0,2,0.2,159.14,79572.0,-159.14,79412.86,3,0.45
242,2026-04-09T18:05:00+00:00,cwt-usd_jpy-5m-scenario2-long-202604091805,USD_JPY,forex,5m,long,scenario2,tp_hit,1.0,4,1.0,794.13,79412.86,794.13,80206.99,1,0.07
243,2026-04-09T19:00:00+00:00,cwt-usd_jpy-5m-scenario1-long-202604091900,USD_JPY,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,56.14,80206.99,56.14,80263.13,1,0.07
244,2026-04-09T19:05:00+00:00,cwt-usd_jpy-5m-scenario1-long-202604091905,USD_JPY,forex,5m,long,scenario1,tp_hit,1.0,1,0.07,56.18,80263.13,56.18,80319.31,1,0.07
245,2026-04-09T19:35:00+00:00,cwt-eur_usd-5m-scenario2-long-202604091935,EUR_USD,forex,5m,long,scenario2,sl_hit,-1.0,3,0.45,361.44,80319.31,-361.44,79957.88,4,1.0
246,2026-04-09T19:45:00+00:00,cwt-nzd_usd-5m-scenario2-long-202604091945,NZD_USD,forex,5m,long,scenario2,sl_hit,-1.0,4,1.0,799.58,79957.88,-799.58,79158.3,4,1.0
