symbol,timeframe,segments,trades,win_rate,avg_r,expectancy_r,profit_factor,max_drawdown_r,max_drawdown_currency,total_net_pnl,skipped_trades
EUR_USD,1h,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
NAS100_USD,1h,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
