trade_id,symbol,timeframe,profile_name,side,signal_time,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,exit_reason,size_fraction,gross_pnl,commission_paid,net_pnl,pnl_r,pnl_pct,bars_held,trend_maturity,quality_score,bollinger_context,atr_at_entry,bar_range_at_entry,retrace_pct,rr_target,volatility_regime,session,structure_tag,higher_timeframe_bias,setup_id
LTC_USD-4h-long-44:1,LTC_USD,4h,ltc_usd_4h,long,2023-01-11 22:00:00+00:00,2023-01-12 02:00:00+00:00,2023-01-12 18:00:00+00:00,85.43,79.85513303670382,89.14,85.18,trendline_invalidation,1.0,-0.25,0.0,-0.25,-0.0448,-0.002926,4,1,78,moderately_stretched,2.0194678531847114,5.409999999999997,0.3067,1.58,normal,off_hours,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-44
LTC_USD-4h-long-48:2,LTC_USD,4h,ltc_usd_4h,long,2023-01-12 18:00:00+00:00,2023-01-12 22:00:00+00:00,2023-01-13 02:00:00+00:00,85.36,80.63963395199335,98.33500000000001,84.42,trendline_invalidation,1.0,-0.94,0.0,-0.94,-0.1991,-0.011012,1,2,83,moderately_stretched,2.2014641920265934,2.1200000000000045,0.4212,2.69,expanded,new_york,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-48
LTC_USD-4h-long-54:3,LTC_USD,4h,ltc_usd_4h,long,2023-01-15 22:00:00+00:00,2023-01-16 02:00:00+00:00,2023-01-16 06:00:00+00:00,88.68,83.07700437398829,97.12,86.0,trendline_invalidation,1.0,-2.68,0.0,-2.68,-0.4783,-0.030221,1,3,81,moderately_stretched,2.091982504046844,1.6400000000000006,0.2785,2.83,normal,off_hours,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-54
LTC_USD-4h-long-61:4,LTC_USD,4h,ltc_usd_4h,long,2023-01-16 14:00:00+00:00,2023-01-16 18:00:00+00:00,2023-01-18 14:00:00+00:00,86.86,83.36424372463243,94.70500000000001,83.36424372463243,stop,1.0,-3.495756,0.0,-3.495756,-1.0,-0.040246,11,4,82,normal,2.1830251014702706,2.6199999999999903,0.5441,2.4,normal,london_new_york,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-61
LTC_USD-4h-long-93:5,LTC_USD,4h,ltc_usd_4h,long,2023-01-24 02:00:00+00:00,2023-01-24 06:00:00+00:00,2023-01-24 10:00:00+00:00,91.06,88.55448573385569,98.34,89.64,trendline_invalidation,1.0,-1.42,0.0,-1.42,-0.5667,-0.015594,1,1,84,moderately_stretched,1.8620570645772336,1.1000000000000085,0.3608,3.56,normal,asia,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-93
LTC_USD-4h-long-98:6,LTC_USD,4h,ltc_usd_4h,long,2023-01-25 06:00:00+00:00,2023-01-25 10:00:00+00:00,2023-01-25 14:00:00+00:00,87.29,85.13960488707501,100.70999999999998,87.76,trendline_invalidation,1.0,0.47,0.0,0.47,0.2186,0.005384,1,2,88,normal,1.8015804516999503,1.019999999999996,0.6027,4.6,normal,asia,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-98
LTC_USD-4h-long-127:7,LTC_USD,4h,ltc_usd_4h,long,2023-02-01 02:00:00+00:00,2023-02-01 06:00:00+00:00,2023-02-01 06:00:00+00:00,97.06,92.03256775552691,107.24999999999997,95.98,trendline_invalidation,1.0,-1.08,0.0,-1.08,-0.2148,-0.011127,0,1,80,moderately_stretched,2.4697289778923923,1.8299999999999983,0.3358,2.0,normal,asia,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-127
LTC_USD-4h-long-133:8,LTC_USD,4h,ltc_usd_4h,long,2023-02-01 22:00:00+00:00,2023-02-02 02:00:00+00:00,2023-02-02 06:00:00+00:00,100.97,93.0689498695723,109.48999999999998,100.44,trendline_invalidation,1.0,-0.53,0.0,-0.53,-0.0671,-0.005249,1,2,79,moderately_stretched,2.68420052171082,4.200000000000003,0.3619,1.66,normal,off_hours,bullish_hh_hl_continuation,bullish,LTC_USD-4h-long-133
LTC_USD-4h-short-173:9,LTC_USD,4h,ltc_usd_4h,short,2023-02-10 14:00:00+00:00,2023-02-10 18:00:00+00:00,2023-02-10 18:00:00+00:00,92.47,94.05483246042714,85.27999999999997,94.05483246042714,stop,1.0,-1.584832,0.0,-1.584832,-1.0,-0.017139,0,1,80,moderately_stretched,2.0593298417085193,1.6800000000000068,0.2878,2.1,normal,london_new_york,bearish_ll_lh_continuation,bearish,LTC_USD-4h-short-173
LTC_USD-4h-short-210:10,LTC_USD,4h,ltc_usd_4h,short,2023-02-20 14:00:00+00:00,2023-02-20 18:00:00+00:00,2023-02-22 02:00:00+00:00,96.24,99.29203820675397,91.29999999999998,94.22,trendline_invalidation,1.0,2.02,0.0,2.02,0.6619,0.020989,8,1,77,moderately_stretched,2.288152827015884,2.3999999999999915,0.3113,1.25,normal,london_new_york,bearish_ll_lh_continuation,bearish,LTC_USD-4h-short-210
