symbol,timeframe,segments,trades,win_rate,avg_r,expectancy_r,profit_factor,max_drawdown_r,max_drawdown_currency,total_net_pnl,skipped_trades
BCO_USD,4h,3,58,0.293859649122807,0.06442912280701758,0.06442912280701758,1.187409639135896,-4.545833333333333,4.6818333333333335,-0.625890000000001,1
NAS100_USD,4h,3,1,0.3333333333333333,4.222366666666667,4.222366666666667,333.0,0.0,0.0,457.53,0
UK100_GBP,4h,3,10,0.611111111111111,2.399672222222222,2.399672222222222,9.016327262737859,-0.31016666666666676,11.479999999999999,689.442843,0
WTICO_USD,4h,3,62,0.3703279938977879,0.28787033943554546,0.28787033943554546,1.8974621087834154,-4.262266666666666,4.613417333333333,7.786608999999999,0
XAG_USD,4h,3,58,0.36065323565323565,0.1114660866910867,0.1114660866910867,1.5254433279545367,-3.690533333333333,1.5310766666666666,1.9837829999999996,0
XAU_USD,4h,3,39,0.3306878306878307,0.4253288359788361,0.4253288359788361,1.8552157156793572,-2.6626333333333334,33.987884,91.87172999999999,0
