segment,start,end,symbol,timeframe,profile_name,trades,win_rate,avg_r,expectancy_r,profit_factor,max_drawdown_r,max_drawdown_currency,total_net_pnl,total_commission,skipped_trades,partial_size_trades,signals,trade_csv,diagnostics
segment_2025_h2,2025-07-01,2025-12-31,WTICO_USD,4h,wtico_usd_4h,19,0.42105263157894735,0.17509473684210528,0.17509473684210528,1.65924223208624,-2.4442,1.7875020000000001,1.6156969999999997,0.0,0,0,19,output\research\little_rzy_4h_expanded\base\segment_2025_h2\WTICO_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 19}"
segment_2025_h2,2025-07-01,2025-12-31,BCO_USD,4h,bco_usd_4h,13,0.46153846153846156,0.17354615384615385,0.17354615384615385,1.697468080502056,-1.1334,1.4847899999999998,1.1599799999999998,0.0,0,0,13,output\research\little_rzy_4h_expanded\base\segment_2025_h2\BCO_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 13}"
segment_2025_h2,2025-07-01,2025-12-31,XAG_USD,4h,xag_usd_4h,20,0.55,1.162925,1.162925,4.314545895027861,-3.4391000000000007,3.832903,11.236445,0.0,0,0,20,output\research\little_rzy_4h_expanded\base\segment_2025_h2\XAG_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 20}"
segment_2025_h2,2025-07-01,2025-12-31,XAU_USD,4h,xau_usd_4h,5,0.2,-0.14800000000000005,-0.14800000000000005,0.815,-3.0,56.014557999999994,103.49728300000001,0.0,0,0,5,output\research\little_rzy_4h_expanded\base\segment_2025_h2\XAU_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 5}"
segment_2025_h2,2025-07-01,2025-12-31,UK100_GBP,4h,uk100_gbp_4h,4,0.25,2.634925,2.634925,4.513233333333333,-2.0,92.548133,72.08274899999999,0.0,0,0,4,output\research\little_rzy_4h_expanded\base\segment_2025_h2\UK100_GBP_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 4}"
segment_2025_h2,2025-07-01,2025-12-31,NAS100_USD,4h,nas100_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h2\NAS100_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h2,2025-07-01,2025-12-31,US30_USD,4h,us30_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h2\US30_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h2,2025-07-01,2025-12-31,SPX500_USD,4h,spx500_usd_4h,3,0.0,-0.824,-0.824,0.0,-1.472,61.171216,-75.11306,0.0,0,0,3,output\research\little_rzy_4h_expanded\base\segment_2025_h2\SPX500_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 3}"
segment_2025_h2,2025-07-01,2025-12-31,FR40_EUR,4h,fr40_eur_4h,2,0.0,-1.0,-1.0,0.0,-1.0,144.173978,-194.257184,0.0,0,0,2,output\research\little_rzy_4h_expanded\base\segment_2025_h2\FR40_EUR_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 2}"
segment_2025_h2,2025-07-01,2025-12-31,JP225_USD,4h,jp225_usd_4h,1,0.0,-1.0,-1.0,0.0,0.0,0.0,-110.194772,0.0,0,0,1,output\research\little_rzy_4h_expanded\base\segment_2025_h2\JP225_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 1}"
