segment,start,end,symbol,timeframe,profile_name,trades,win_rate,avg_r,expectancy_r,profit_factor,max_drawdown_r,max_drawdown_currency,total_net_pnl,total_commission,skipped_trades,partial_size_trades,signals,trade_csv,diagnostics
segment_2025_h2,2025-07-01,2025-12-31,ESPIX_EUR,4h,espix_eur_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h2\ESPIX_EUR_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h2,2025-07-01,2025-12-31,EUR_USD,4h,eur_usd_4h,27,0.2962962962962963,-0.03124444444444444,-0.03124444444444444,0.9048285198555956,-5.0937,0.014397,-0.0031669999999999984,0.0,0,0,27,output\research\little_rzy_4h_expanded\base\segment_2025_h2\EUR_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 27}"
segment_2025_h2,2025-07-01,2025-12-31,GBP_USD,4h,gbp_usd_4h,16,0.375,0.19724375,0.19724375,2.552718327183271,-0.6274000000000002,0.006370000000000001,0.011290000000000001,0.0,0,0,16,output\research\little_rzy_4h_expanded\base\segment_2025_h2\GBP_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 16}"
segment_2025_h2,2025-07-01,2025-12-31,USD_JPY,4h,usd_jpy_4h,14,0.07142857142857142,-0.29620714285714284,-0.29620714285714284,0.0673159102154649,-3.8098999999999994,2.308,-2.453,0.0,0,0,14,output\research\little_rzy_4h_expanded\base\segment_2025_h2\USD_JPY_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 14}"
segment_2025_h2,2025-07-01,2025-12-31,AUD_USD,4h,aud_usd_4h,17,0.4117647058823529,-0.09136470588235293,-0.09136470588235293,0.7282525019245573,-2.7664,0.00714,-0.004768000000000001,0.0,0,0,17,output\research\little_rzy_4h_expanded\base\segment_2025_h2\AUD_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 17}"
segment_2025_h2,2025-07-01,2025-12-31,AUD_CHF,4h,aud_chf_4h,20,0.4,0.048115000000000005,0.048115000000000005,1.191376807270847,-2.3350999999999997,0.0036520000000000003,0.0033710000000000007,0.0,0,0,20,output\research\little_rzy_4h_expanded\base\segment_2025_h2\AUD_CHF_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 20}"
segment_2025_h2,2025-07-01,2025-12-31,USD_CAD,4h,usd_cad_4h,16,0.125,-0.26821249999999996,-0.26821249999999996,0.2596566893815233,-3.2913999999999994,0.010492000000000003,-0.013078,0.0,0,0,16,output\research\little_rzy_4h_expanded\base\segment_2025_h2\USD_CAD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 16}"
segment_2025_h2,2025-07-01,2025-12-31,USD_CHF,4h,usd_chf_4h,19,0.21052631578947367,-0.3806842105263158,-0.3806842105263158,0.32104907445650127,-6.572699999999999,0.008448,-0.006744999999999999,0.0,0,0,19,output\research\little_rzy_4h_expanded\base\segment_2025_h2\USD_CHF_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 19}"
segment_2025_h2,2025-07-01,2025-12-31,NZD_USD,4h,nzd_usd_4h,25,0.4,-0.008344000000000004,-0.008344000000000004,0.9752253589710093,-7.165900000000001,0.012497999999999999,0.003221999999999999,0.0,0,0,25,output\research\little_rzy_4h_expanded\base\segment_2025_h2\NZD_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 25}"
segment_2025_h2,2025-07-01,2025-12-31,EUR_GBP,4h,eur_gbp_4h,11,0.36363636363636365,-0.16419090909090908,-0.16419090909090908,0.5729452378700464,-2.8339,0.005861,-0.002182,0.0,0,0,11,output\research\little_rzy_4h_expanded\base\segment_2025_h2\EUR_GBP_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 11}"
segment_2025_h2,2025-07-01,2025-12-31,EUR_JPY,4h,eur_jpy_4h,17,0.35294117647058826,-0.013723529411764697,-0.013723529411764697,0.9587481212978515,-2.4800999999999997,1.152234,-0.009650999999999993,0.0,0,0,17,output\research\little_rzy_4h_expanded\base\segment_2025_h2\EUR_JPY_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 17}"
segment_2025_h2,2025-07-01,2025-12-31,GBP_JPY,4h,gbp_jpy_4h,22,0.2727272727272727,-0.12732727272727276,-0.12732727272727276,0.6260179968492164,-5.2206,4.2617270000000005,-2.4347269999999996,0.0,0,0,22,output\research\little_rzy_4h_expanded\base\segment_2025_h2\GBP_JPY_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 22}"
segment_2025_h2,2025-07-01,2025-12-31,BTC_USD,4h,btc_usd_4h,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,output\research\little_rzy_4h_expanded\base\segment_2025_h2\BTC_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 0}"
segment_2025_h2,2025-07-01,2025-12-31,ETH_USD,4h,eth_usd_4h,2,0.0,-0.5334,-0.5334,0.0,-1.0,91.258851,-112.17885100000001,0.0,0,0,2,output\research\little_rzy_4h_expanded\base\segment_2025_h2\ETH_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 2}"
segment_2025_h2,2025-07-01,2025-12-31,LTC_USD,4h,ltc_usd_4h,13,0.0,-0.6836153846153846,-0.6836153846153846,0.0,-7.8870000000000005,25.836092,-30.251302,0.0,0,0,13,output\research\little_rzy_4h_expanded\base\segment_2025_h2\LTC_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 13}"
segment_2025_h2,2025-07-01,2025-12-31,BCH_USD,4h,bch_usd_4h,9,0.3333333333333333,0.7587,0.7587,3.087590571402367,-1.6483999999999996,22.766544000000003,26.903456,0.0,0,0,9,output\research\little_rzy_4h_expanded\base\segment_2025_h2\BCH_USD_4h_trades.csv,"{""skipped_max_open_risk"": 0, ""skipped_max_trades_per_day"": 0, ""skipped_max_trades_per_symbol_per_day"": 0, ""skipped_max_daily_drawdown"": 0, ""skipped_filters"": 0, ""partial_size_trades"": 0, ""accepted_trades"": 9}"
